,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
154,39,management,married,secondary,no,18,yes,no,unknown,5,may,85,1,-1,0,unknown,no
155,50,technician,married,primary,no,139,no,no,unknown,5,may,114,2,-1,0,unknown,no
156,41,services,married,secondary,no,0,yes,no,unknown,5,may,114,2,-1,0,unknown,no
157,51,blue-collar,married,unknown,no,1883,yes,no,unknown,5,may,57,1,-1,0,unknown,no
158,60,retired,divorced,secondary,no,216,yes,no,unknown,5,may,238,1,-1,0,unknown,no
159,52,blue-collar,married,secondary,no,782,yes,no,unknown,5,may,93,3,-1,0,unknown,no
160,48,blue-collar,married,secondary,no,904,yes,no,unknown,5,may,128,2,-1,0,unknown,no
161,48,services,married,unknown,no,1705,yes,no,unknown,5,may,107,1,-1,0,unknown,no
162,39,technician,single,tertiary,no,47,yes,no,unknown,5,may,181,1,-1,0,unknown,no
163,47,services,single,secondary,no,176,yes,no,unknown,5,may,303,2,-1,0,unknown,no
164,40,blue-collar,married,secondary,no,1225,yes,no,unknown,5,may,558,5,-1,0,unknown,no
165,45,technician,married,secondary,no,86,yes,no,unknown,5,may,270,1,-1,0,unknown,no
166,26,admin.,single,secondary,no,82,yes,no,unknown,5,may,228,1,-1,0,unknown,no
167,52,management,married,tertiary,no,271,yes,no,unknown,5,may,99,1,-1,0,unknown,no
168,54,technician,married,secondary,no,1378,yes,no,unknown,5,may,240,1,-1,0,unknown,no
169,54,admin.,married,tertiary,no,184,no,no,unknown,5,may,673,2,-1,0,unknown,yes
170,50,blue-collar,married,primary,no,0,no,no,unknown,5,may,233,3,-1,0,unknown,no
171,35,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,1056,1,-1,0,unknown,no
172,44,services,married,secondary,no,1357,yes,yes,unknown,5,may,250,1,-1,0,unknown,no
173,53,entrepreneur,married,unknown,no,19,yes,no,unknown,5,may,252,1,-1,0,unknown,no
174,35,retired,single,primary,no,434,no,no,unknown,5,may,138,1,-1,0,unknown,no
175,60,admin.,divorced,secondary,no,92,yes,no,unknown,5,may,130,1,-1,0,unknown,no
176,53,admin.,divorced,secondary,no,1151,yes,no,unknown,5,may,412,1,-1,0,unknown,no
177,48,unemployed,married,secondary,no,41,yes,no,unknown,5,may,179,2,-1,0,unknown,no
178,34,technician,married,secondary,no,51,yes,no,unknown,5,may,19,2,-1,0,unknown,no
179,54,services,married,secondary,no,214,yes,no,unknown,5,may,458,2,-1,0,unknown,no
180,51,management,married,secondary,no,1161,yes,no,unknown,5,may,717,1,-1,0,unknown,no
181,31,services,married,tertiary,no,37,yes,no,unknown,5,may,313,1,-1,0,unknown,no
182,35,technician,divorced,secondary,no,787,yes,no,unknown,5,may,683,2,-1,0,unknown,no
183,35,services,married,secondary,no,59,yes,no,unknown,5,may,1077,1,-1,0,unknown,no
184,38,technician,married,secondary,no,253,yes,no,unknown,5,may,416,1,-1,0,unknown,no
185,36,admin.,married,tertiary,no,211,yes,no,unknown,5,may,146,2,-1,0,unknown,no
186,58,retired,married,primary,no,235,yes,no,unknown,5,may,167,1,-1,0,unknown,no
187,40,services,divorced,unknown,no,4384,yes,no,unknown,5,may,315,1,-1,0,unknown,no
188,54,management,married,secondary,no,4080,no,no,unknown,5,may,140,1,-1,0,unknown,no
189,34,blue-collar,single,secondary,no,53,yes,yes,unknown,5,may,346,1,-1,0,unknown,no
190,31,management,single,tertiary,no,0,yes,no,unknown,5,may,562,1,-1,0,unknown,no
191,51,retired,married,secondary,no,2127,yes,no,unknown,5,may,172,1,-1,0,unknown,no
192,33,management,married,tertiary,no,377,yes,no,unknown,5,may,217,1,-1,0,unknown,no
193,55,management,married,tertiary,no,73,yes,no,unknown,5,may,142,2,-1,0,unknown,no
194,42,admin.,married,secondary,no,445,yes,no,unknown,5,may,67,1,-1,0,unknown,no
195,34,blue-collar,married,secondary,no,243,yes,no,unknown,5,may,291,1,-1,0,unknown,no
196,33,blue-collar,single,secondary,no,307,yes,no,unknown,5,may,309,2,-1,0,unknown,no
197,38,services,married,secondary,no,155,yes,no,unknown,5,may,248,1,-1,0,unknown,no
198,50,technician,divorced,tertiary,no,173,no,yes,unknown,5,may,98,1,-1,0,unknown,no
199,43,management,married,tertiary,no,400,yes,no,unknown,5,may,256,1,-1,0,unknown,no
200,61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,may,82,2,-1,0,unknown,no
201,47,admin.,married,secondary,no,219,yes,no,unknown,5,may,577,1,-1,0,unknown,no
202,48,self-employed,married,tertiary,no,7,yes,no,unknown,5,may,286,1,-1,0,unknown,no
203,44,blue-collar,married,secondary,no,575,yes,no,unknown,5,may,477,1,-1,0,unknown,no
204,35,student,single,unknown,no,298,yes,no,unknown,5,may,611,2,-1,0,unknown,no
205,35,services,married,secondary,no,0,yes,no,unknown,5,may,471,1,-1,0,unknown,no
206,50,services,married,secondary,no,5699,yes,no,unknown,5,may,381,2,-1,0,unknown,no
207,41,management,married,tertiary,no,176,yes,yes,unknown,5,may,42,1,-1,0,unknown,no
208,41,management,married,tertiary,no,517,yes,no,unknown,5,may,251,1,-1,0,unknown,no
209,39,services,single,unknown,no,257,yes,no,unknown,5,may,408,1,-1,0,unknown,no
210,42,retired,married,secondary,no,56,yes,no,unknown,5,may,215,1,-1,0,unknown,no
211,38,blue-collar,married,secondary,no,-390,yes,no,unknown,5,may,287,1,-1,0,unknown,no
212,53,retired,married,secondary,no,330,yes,no,unknown,5,may,216,2,-1,0,unknown,no
213,59,housemaid,divorced,primary,no,195,no,no,unknown,5,may,366,2,-1,0,unknown,no
214,36,services,married,secondary,no,301,yes,no,unknown,5,may,210,1,-1,0,unknown,no
215,54,blue-collar,married,primary,no,-41,yes,no,unknown,5,may,288,1,-1,0,unknown,no
216,40,technician,married,tertiary,no,483,yes,no,unknown,5,may,168,1,-1,0,unknown,no
217,47,unknown,married,unknown,no,28,no,no,unknown,5,may,338,2,-1,0,unknown,no
218,53,unemployed,married,unknown,no,13,no,no,unknown,5,may,410,3,-1,0,unknown,no
219,46,housemaid,married,primary,no,965,no,no,unknown,5,may,177,1,-1,0,unknown,no
220,39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,-1,0,unknown,no
221,40,unemployed,married,secondary,no,219,yes,no,unknown,5,may,357,1,-1,0,unknown,no
222,28,blue-collar,married,primary,no,324,yes,no,unknown,5,may,175,1,-1,0,unknown,no
223,35,entrepreneur,divorced,secondary,no,-69,yes,no,unknown,5,may,300,1,-1,0,unknown,no
224,55,retired,married,secondary,no,0,no,yes,unknown,5,may,136,1,-1,0,unknown,no
225,43,technician,divorced,unknown,no,205,yes,no,unknown,5,may,1419,1,-1,0,unknown,no
226,48,blue-collar,married,primary,no,278,yes,no,unknown,5,may,125,2,-1,0,unknown,no
227,58,management,married,unknown,no,1065,yes,no,unknown,5,may,213,3,-1,0,unknown,no
228,33,management,single,tertiary,no,34,yes,no,unknown,5,may,27,1,-1,0,unknown,no
229,36,blue-collar,married,unknown,no,1033,no,no,unknown,5,may,238,2,-1,0,unknown,no
230,53,services,divorced,secondary,no,1467,yes,no,unknown,5,may,124,1,-1,0,unknown,no
231,47,blue-collar,married,primary,no,-12,yes,no,unknown,5,may,18,1,-1,0,unknown,no
232,31,services,married,secondary,no,388,yes,no,unknown,5,may,730,2,-1,0,unknown,no
233,57,entrepreneur,married,secondary,no,294,yes,no,unknown,5,may,746,2,-1,0,unknown,no
234,53,blue-collar,married,unknown,no,1827,no,no,unknown,5,may,121,1,-1,0,unknown,no
235,55,blue-collar,married,primary,no,627,yes,no,unknown,5,may,247,1,-1,0,unknown,no
236,45,blue-collar,married,primary,no,25,yes,no,unknown,5,may,40,1,-1,0,unknown,no
237,53,admin.,divorced,secondary,no,315,yes,no,unknown,5,may,181,2,-1,0,unknown,no
238,37,blue-collar,married,primary,no,0,yes,no,unknown,5,may,79,1,-1,0,unknown,no
239,44,admin.,divorced,secondary,no,66,yes,no,unknown,5,may,206,1,-1,0,unknown,no
240,49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,-1,0,unknown,no
241,46,technician,married,secondary,no,349,yes,yes,unknown,5,may,127,1,-1,0,unknown,no
242,43,entrepreneur,married,unknown,no,100,yes,no,unknown,5,may,702,1,-1,0,unknown,no
243,38,admin.,married,secondary,no,0,no,no,unknown,5,may,151,1,-1,0,unknown,no
244,43,technician,married,secondary,no,434,yes,no,unknown,5,may,117,1,-1,0,unknown,no
245,49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,-1,0,unknown,no
246,42,management,married,unknown,no,275,no,no,unknown,5,may,408,2,-1,0,unknown,no
247,22,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,179,2,-1,0,unknown,no
248,40,management,married,tertiary,no,207,yes,no,unknown,5,may,39,1,-1,0,unknown,no
249,39,blue-collar,married,secondary,no,483,yes,no,unknown,5,may,282,1,-1,0,unknown,no
250,51,services,married,secondary,no,2248,yes,no,unknown,5,may,714,2,-1,0,unknown,no
251,49,admin.,married,secondary,no,428,yes,no,unknown,5,may,50,1,-1,0,unknown,no
252,53,blue-collar,married,secondary,no,0,yes,yes,unknown,5,may,181,1,-1,0,unknown,no
253,34,services,single,secondary,no,0,yes,no,unknown,5,may,142,1,-1,0,unknown,no
254,33,technician,divorced,secondary,no,140,yes,no,unknown,5,may,227,1,-1,0,unknown,no
255,50,management,single,tertiary,no,297,yes,no,unknown,5,may,119,1,-1,0,unknown,no
256,39,blue-collar,married,primary,no,279,yes,no,unknown,5,may,361,1,-1,0,unknown,no
257,59,entrepreneur,divorced,secondary,no,901,yes,no,unknown,5,may,73,3,-1,0,unknown,no
258,30,technician,single,secondary,no,2573,yes,no,unknown,5,may,67,2,-1,0,unknown,no
259,36,services,married,secondary,no,143,yes,yes,unknown,5,may,350,1,-1,0,unknown,no
260,40,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,-1,0,unknown,no
261,53,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no
262,34,management,single,tertiary,no,318,yes,no,unknown,5,may,113,2,-1,0,unknown,no
263,37,technician,married,secondary,no,275,yes,no,unknown,5,may,132,1,-1,0,unknown,no
264,42,management,divorced,tertiary,no,742,yes,no,unknown,5,may,58,3,-1,0,unknown,no
265,41,entrepreneur,married,primary,no,236,yes,no,unknown,5,may,151,1,-1,0,unknown,no
266,30,student,single,tertiary,no,25,yes,no,unknown,5,may,89,2,-1,0,unknown,no
267,37,management,single,tertiary,no,600,yes,no,unknown,5,may,152,1,-1,0,unknown,no
268,39,admin.,divorced,secondary,no,-349,yes,no,unknown,5,may,611,2,-1,0,unknown,no
269,41,blue-collar,married,primary,no,183,yes,yes,unknown,5,may,110,2,-1,0,unknown,no
270,40,blue-collar,married,primary,no,0,yes,no,unknown,5,may,463,1,-1,0,unknown,no
271,42,management,single,tertiary,no,0,yes,yes,unknown,5,may,562,2,-1,0,unknown,yes
272,40,blue-collar,divorced,primary,no,0,yes,no,unknown,5,may,962,1,-1,0,unknown,no
273,57,technician,married,secondary,no,1078,yes,no,unknown,5,may,10,4,-1,0,unknown,no
274,56,entrepreneur,divorced,secondary,no,155,no,no,unknown,5,may,118,3,-1,0,unknown,no
275,37,admin.,married,secondary,no,190,yes,no,unknown,5,may,92,2,-1,0,unknown,no
276,59,retired,married,secondary,no,319,yes,no,unknown,5,may,143,3,-1,0,unknown,no
277,39,services,divorced,secondary,no,-185,yes,no,unknown,5,may,189,3,-1,0,unknown,no
278,49,services,married,secondary,no,47,no,no,unknown,5,may,234,2,-1,0,unknown,no
279,38,services,single,secondary,no,570,yes,no,unknown,5,may,75,2,-1,0,unknown,no
280,36,self-employed,married,tertiary,no,19,no,no,unknown,5,may,189,2,-1,0,unknown,no
281,50,blue-collar,married,primary,no,61,yes,no,unknown,5,may,621,3,-1,0,unknown,no
282,41,admin.,married,secondary,no,-62,yes,yes,unknown,5,may,55,2,-1,0,unknown,no
283,54,technician,married,tertiary,no,258,no,no,unknown,5,may,310,4,-1,0,unknown,no
284,58,blue-collar,married,primary,no,76,yes,no,unknown,5,may,156,2,-1,0,unknown,no
285,30,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,5,2,-1,0,unknown,no
286,33,admin.,single,secondary,no,352,yes,no,unknown,5,may,225,2,-1,0,unknown,no
287,47,admin.,married,secondary,no,368,yes,no,unknown,5,may,125,2,-1,0,unknown,no
288,50,technician,single,tertiary,no,339,yes,no,unknown,5,may,2,3,-1,0,unknown,no
289,32,blue-collar,married,secondary,no,1331,yes,no,unknown,5,may,286,2,-1,0,unknown,no
290,40,self-employed,married,secondary,no,672,yes,no,unknown,5,may,164,2,-1,0,unknown,no
291,37,management,married,tertiary,no,58,yes,no,unknown,5,may,98,2,-1,0,unknown,no
292,54,technician,single,unknown,no,447,yes,no,unknown,5,may,742,2,-1,0,unknown,no
293,24,student,single,secondary,no,423,yes,no,unknown,5,may,226,3,-1,0,unknown,no
294,54,management,married,tertiary,no,0,no,no,unknown,5,may,120,2,-1,0,unknown,no
295,34,technician,married,secondary,no,19,yes,no,unknown,5,may,362,4,-1,0,unknown,no
296,56,technician,divorced,primary,no,13,yes,no,unknown,5,may,357,2,-1,0,unknown,no
297,31,blue-collar,single,secondary,no,3,yes,no,unknown,5,may,200,2,-1,0,unknown,no
298,24,student,single,secondary,no,82,yes,no,unknown,5,may,204,2,-1,0,unknown,no
