,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
27,?,11-7-2016 12:28:35,-200,-200,-80,-80,-87,-74,-63,-200,-200,-200,-200,-200,-200
28,?,11-7-2016 12:28:34,-200,-200,-80,-77,-81,-78,-72,-200,-200,-200,-200,-200,-200
29,?,11-7-2016 12:28:33,-81,-200,-80,-76,-200,-79,-79,-200,-200,-200,-200,-200,-200
30,?,11-7-2016 12:28:32,-81,-200,-80,-84,-200,-81,-79,-200,-200,-200,-200,-200,-200
31,?,11-7-2016 12:28:31,-81,-200,-200,-84,-200,-77,-78,-200,-200,-200,-200,-200,-200
32,?,11-7-2016 12:28:30,-81,-200,-200,-84,-200,-77,-79,-200,-200,-200,-200,-200,-200
33,?,11-7-2016 12:28:29,-78,-200,-200,-80,-200,-80,-200,-200,-200,-200,-200,-200,-200
34,?,11-7-2016 12:28:28,-200,-200,-200,-88,-200,-80,-200,-200,-200,-200,-200,-200,-200
35,?,11-7-2016 12:28:27,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
36,?,11-7-2016 12:28:26,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200
37,?,11-7-2016 12:25:58,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
38,?,11-7-2016 12:25:57,-200,-200,-200,-200,-200,-77,-79,-200,-200,-200,-200,-200,-200
39,?,11-7-2016 12:25:56,-200,-200,-200,-200,-200,-77,-79,-200,-200,-200,-200,-200,-200
40,?,11-7-2016 12:25:55,-200,-200,-200,-200,-200,-77,-79,-200,-200,-200,-200,-200,-200
41,?,11-7-2016 12:25:54,-200,-200,-200,-200,-200,-77,-80,-200,-200,-200,-200,-200,-200
42,?,11-7-2016 12:25:53,-200,-200,-200,-200,-200,-81,-80,-200,-200,-200,-200,-200,-200
43,?,11-7-2016 12:25:52,-200,-200,-200,-200,-200,-77,-76,-200,-200,-200,-200,-200,-200
44,?,11-7-2016 12:25:51,-200,-200,-200,-200,-200,-77,-76,-200,-200,-200,-200,-200,-200
45,?,11-7-2016 12:25:50,-200,-200,-200,-200,-200,-77,-81,-200,-200,-200,-200,-200,-200
46,?,11-7-2016 12:25:49,-200,-200,-200,-200,-200,-77,-86,-200,-200,-200,-200,-200,-200
47,?,11-7-2016 12:25:48,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
48,?,11-7-2016 12:25:47,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200
49,?,11-7-2016 12:25:46,-200,-200,-200,-200,-200,-75,-200,-79,-200,-200,-200,-200,-200
50,?,11-7-2016 12:25:45,-200,-200,-200,-200,-200,-81,-200,-79,-200,-200,-200,-200,-200
51,?,11-7-2016 12:25:44,-200,-200,-200,-200,-200,-73,-200,-79,-200,-200,-200,-200,-200
52,?,11-7-2016 12:25:43,-200,-200,-200,-200,-79,-78,-200,-79,-200,-200,-200,-200,-200
53,?,11-7-2016 12:25:42,-200,-200,-200,-200,-79,-78,-200,-81,-200,-200,-200,-200,-200
54,?,11-7-2016 12:25:41,-200,-200,-200,-200,-79,-68,-200,-78,-200,-200,-200,-200,-200
55,?,11-7-2016 12:25:40,-200,-200,-200,-200,-79,-67,-200,-78,-200,-200,-200,-200,-200
56,?,11-7-2016 12:25:39,-200,-200,-200,-200,-81,-73,-200,-78,-200,-200,-200,-200,-200
57,?,11-7-2016 12:25:38,-200,-200,-200,-200,-81,-73,-200,-77,-200,-200,-200,-200,-200
58,?,11-7-2016 12:25:37,-200,-200,-200,-200,-76,-75,-200,-78,-200,-200,-200,-200,-200
59,?,11-7-2016 12:25:36,-200,-200,-200,-200,-79,-75,-200,-79,-200,-200,-200,-200,-200
60,?,11-7-2016 12:25:35,-200,-78,-200,-200,-79,-78,-200,-80,-200,-200,-200,-200,-200
61,?,11-7-2016 12:25:34,-200,-78,-200,-200,-75,-81,-200,-80,-200,-200,-200,-200,-200
62,?,11-7-2016 12:25:33,-79,-78,-200,-200,-75,-82,-200,-77,-200,-200,-200,-200,-200
63,?,11-7-2016 12:25:32,-79,-78,-200,-200,-74,-82,-200,-75,-200,-200,-200,-200,-200
64,?,11-7-2016 12:25:31,-79,-77,-200,-200,-74,-82,-200,-78,-200,-200,-200,-200,-200
65,?,11-7-2016 12:25:30,-79,-80,-200,-200,-74,-82,-200,-78,-200,-200,-200,-200,-200
66,?,11-7-2016 12:25:29,-82,-80,-200,-200,-74,-81,-200,-78,-200,-200,-200,-200,-200
67,?,11-7-2016 12:25:28,-82,-80,-200,-200,-79,-86,-200,-76,-200,-200,-200,-200,-200
68,?,11-7-2016 12:25:27,-73,-80,-200,-200,-79,-200,-200,-81,-200,-200,-200,-200,-200
69,?,11-7-2016 12:25:26,-81,-200,-200,-200,-77,-200,-200,-81,-200,-200,-200,-200,-200
70,?,11-7-2016 12:25:25,-80,-200,-200,-200,-77,-81,-200,-81,-200,-200,-200,-200,-200
71,?,11-7-2016 12:25:24,-68,-200,-200,-200,-81,-81,-200,-81,-200,-200,-200,-200,-200
72,?,11-7-2016 12:25:23,-72,-200,-200,-200,-81,-81,-200,-81,-200,-200,-200,-200,-200
73,?,11-7-2016 12:25:22,-65,-200,-200,-200,-80,-81,-200,-200,-200,-200,-200,-200,-200
74,?,11-7-2016 12:25:21,-65,-200,-200,-200,-82,-81,-200,-200,-200,-200,-200,-200,-200
75,?,11-7-2016 12:25:20,-69,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
76,?,11-7-2016 12:25:19,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
77,?,11-7-2016 12:25:18,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
78,?,11-7-2016 12:25:17,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
79,?,11-7-2016 12:25:16,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
80,?,11-7-2016 12:25:15,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
81,?,11-7-2016 12:25:14,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
82,?,11-7-2016 12:25:13,-77,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
83,?,11-7-2016 12:25:12,-79,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
84,?,11-7-2016 12:25:11,-79,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
85,?,11-7-2016 12:25:10,-79,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
86,?,11-7-2016 12:25:09,-78,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
87,?,11-7-2016 12:25:08,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
88,?,11-2-2016 15:39:41,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
89,?,11-2-2016 15:39:40,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
90,?,11-2-2016 15:39:39,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
91,?,11-2-2016 15:39:38,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
92,?,11-2-2016 15:39:37,-72,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
93,?,11-2-2016 15:39:36,-82,-200,-200,-200,-78,-83,-200,-200,-200,-200,-200,-200,-200
94,?,11-2-2016 15:39:35,-75,-200,-200,-200,-78,-83,-200,-200,-200,-200,-200,-200,-200
95,?,11-2-2016 15:39:34,-75,-200,-200,-200,-78,-83,-200,-200,-200,-200,-200,-200,-200
96,?,11-2-2016 15:39:33,-75,-200,-200,-200,-80,-83,-200,-200,-200,-200,-200,-200,-200
97,?,11-2-2016 15:39:32,-66,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200
98,?,11-2-2016 15:39:31,-65,-200,-200,-200,-200,-86,-200,-76,-200,-200,-200,-200,-200
99,?,11-2-2016 15:39:30,-76,-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200
100,?,11-2-2016 15:39:29,-72,-200,-200,-200,-76,-200,-200,-76,-200,-200,-200,-200,-200
101,?,11-2-2016 15:39:28,-72,-200,-200,-200,-76,-200,-200,-76,-200,-200,-200,-200,-200
102,?,11-2-2016 15:39:27,-72,-200,-200,-200,-76,-200,-200,-76,-200,-200,-200,-200,-200
103,?,11-2-2016 15:39:26,-200,-79,-200,-200,-76,-200,-200,-75,-200,-200,-200,-200,-200
104,?,11-2-2016 15:39:25,-200,-79,-200,-200,-81,-200,-200,-74,-200,-200,-200,-200,-200
105,?,11-2-2016 15:39:24,-200,-79,-200,-200,-75,-200,-200,-77,-200,-200,-200,-200,-200
106,?,11-2-2016 15:39:23,-200,-79,-200,-200,-76,-200,-200,-77,-200,-200,-200,-200,-200
107,?,11-2-2016 15:39:22,-200,-81,-200,-200,-76,-200,-200,-77,-200,-200,-200,-200,-200
108,?,11-2-2016 15:39:21,-200,-79,-200,-200,-76,-200,-200,-77,-200,-200,-200,-200,-200
109,?,11-2-2016 15:39:20,-200,-79,-200,-200,-72,-200,-200,-81,-200,-200,-200,-200,-200
110,?,11-2-2016 15:39:19,-200,-80,-200,-200,-74,-200,-200,-81,-200,-200,-200,-200,-200
111,?,11-2-2016 15:39:18,-200,-75,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
112,?,11-2-2016 15:39:17,-200,-75,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
113,?,11-2-2016 15:39:16,-200,-76,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
114,?,11-2-2016 15:39:15,-200,-77,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
115,?,11-2-2016 15:39:14,-200,-72,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
116,?,11-2-2016 15:39:13,-200,-71,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
117,?,11-2-2016 15:39:11,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
118,?,11-2-2016 15:37:29,-200,-81,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
119,?,11-2-2016 15:37:28,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
120,?,11-2-2016 15:37:27,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
121,?,11-2-2016 15:37:26,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
122,?,11-2-2016 15:37:25,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
123,?,11-2-2016 15:37:24,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
124,?,11-2-2016 15:37:23,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
125,?,11-2-2016 15:37:22,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
126,?,11-2-2016 15:37:21,-200,-80,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
127,?,11-2-2016 15:37:20,-200,-80,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
128,?,11-2-2016 15:37:19,-200,-80,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
129,?,11-2-2016 15:37:18,-200,-80,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
130,?,11-2-2016 15:37:17,-200,-81,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
131,?,11-2-2016 15:37:16,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
132,?,11-2-2016 15:37:15,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
133,?,11-2-2016 15:37:14,-200,-81,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
134,?,11-2-2016 15:37:13,-200,-81,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
135,?,11-2-2016 15:37:12,-200,-81,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
136,?,11-2-2016 15:37:11,-200,-81,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
137,?,11-2-2016 15:37:10,-200,-80,-200,-200,-76,-80,-200,-200,-200,-200,-200,-200,-200
138,?,11-2-2016 15:37:09,-200,-81,-82,-200,-74,-80,-200,-200,-200,-200,-200,-200,-200
139,?,11-2-2016 15:37:08,-200,-80,-82,-200,-73,-80,-200,-200,-200,-200,-200,-200,-200
140,?,11-2-2016 15:37:07,-200,-200,-82,-200,-73,-80,-200,-200,-200,-200,-200,-200,-200
141,?,11-2-2016 15:37:06,-200,-200,-82,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
142,?,11-2-2016 15:37:05,-200,-200,-81,-200,-76,-84,-200,-200,-200,-200,-200,-200,-200
143,?,11-2-2016 15:37:04,-200,-200,-87,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
144,?,11-2-2016 15:37:03,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
145,?,11-2-2016 15:37:02,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
146,?,11-2-2016 15:37:01,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
147,?,11-2-2016 15:37:00,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
148,?,11-2-2016 15:36:59,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
149,?,11-2-2016 15:36:58,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
150,?,11-2-2016 15:36:57,-200,-80,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
151,?,11-2-2016 15:36:56,-200,-80,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
152,?,11-2-2016 15:36:55,-200,-80,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
153,?,11-2-2016 15:36:54,-200,-80,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
154,?,11-2-2016 15:36:53,-200,-80,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
155,?,11-2-2016 15:36:52,-200,-83,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
156,?,11-2-2016 15:36:51,-200,-81,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
157,?,11-2-2016 15:36:50,-200,-76,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
158,?,11-2-2016 15:36:49,-200,-80,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
159,?,11-2-2016 15:36:48,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
160,?,11-2-2016 15:36:47,-200,-200,-200,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
161,?,11-2-2016 15:36:46,-200,-200,-200,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
162,?,11-2-2016 15:36:45,-200,-200,-200,-200,-74,-79,-200,-200,-200,-200,-200,-200,-200
163,?,11-2-2016 15:36:44,-200,-200,-200,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
164,?,11-2-2016 15:36:43,-200,-200,-200,-200,-75,-79,-200,-200,-200,-200,-200,-200,-200
165,?,11-2-2016 15:36:42,-200,-200,-200,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
166,?,11-2-2016 15:36:41,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
167,?,11-2-2016 15:36:40,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
168,?,11-2-2016 15:36:39,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
169,?,11-2-2016 15:36:38,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
170,?,11-2-2016 15:36:37,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
171,?,11-2-2016 15:36:36,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
172,?,11-2-2016 15:36:35,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
173,?,11-2-2016 15:36:34,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
174,?,11-2-2016 15:36:33,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
175,?,11-2-2016 15:36:32,-200,-81,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
176,?,11-2-2016 15:36:31,-200,-81,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
177,?,11-2-2016 15:36:30,-200,-81,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
178,?,11-2-2016 15:36:29,-200,-81,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
179,?,11-2-2016 15:36:28,-200,-82,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
180,?,11-2-2016 15:36:27,-200,-87,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
181,?,11-2-2016 15:36:26,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
182,?,11-2-2016 15:36:25,-200,-79,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
183,?,11-2-2016 15:36:24,-200,-79,-78,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
184,?,11-2-2016 15:36:23,-200,-79,-78,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
185,?,11-2-2016 15:36:22,-200,-79,-78,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
186,?,11-2-2016 15:36:21,-200,-78,-78,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
187,?,11-2-2016 15:36:20,-200,-77,-81,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
188,?,11-2-2016 15:36:19,-200,-79,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
189,?,11-2-2016 15:36:18,-200,-79,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
190,?,11-2-2016 15:36:17,-200,-79,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
191,?,11-2-2016 15:36:16,-200,-80,-200,-200,-76,-200,-200,-80,-200,-200,-200,-200,-200
192,?,11-2-2016 15:36:15,-200,-78,-200,-200,-75,-200,-200,-80,-200,-200,-200,-200,-200
193,?,11-2-2016 15:36:14,-200,-80,-200,-200,-75,-200,-200,-80,-200,-200,-200,-200,-200
194,?,11-2-2016 15:36:13,-200,-80,-200,-200,-75,-200,-200,-80,-200,-200,-200,-200,-200
195,?,11-2-2016 15:36:12,-200,-75,-200,-200,-75,-200,-200,-80,-200,-200,-200,-200,-200
196,?,11-2-2016 15:36:11,-200,-79,-200,-200,-78,-200,-200,-78,-200,-200,-200,-200,-200
197,?,11-2-2016 15:36:10,-200,-78,-200,-200,-79,-200,-200,-78,-200,-200,-200,-200,-200
198,?,11-2-2016 15:36:09,-200,-78,-200,-200,-75,-200,-200,-81,-200,-200,-200,-200,-200
199,?,11-2-2016 15:36:08,-200,-78,-200,-200,-72,-200,-200,-81,-200,-200,-200,-200,-200
200,?,11-2-2016 15:36:07,-200,-200,-200,-200,-72,-200,-200,-78,-200,-200,-200,-200,-200
201,?,11-2-2016 15:36:06,-200,-200,-200,-200,-74,-200,-200,-76,-200,-200,-200,-200,-200
202,?,11-2-2016 15:36:05,-200,-200,-200,-200,-74,-200,-200,-76,-200,-200,-200,-200,-200
203,?,11-2-2016 15:36:04,-200,-200,-200,-200,-70,-200,-200,-76,-200,-200,-200,-200,-200
204,?,11-2-2016 15:36:03,-200,-200,-200,-200,-68,-200,-200,-77,-200,-200,-200,-200,-200
205,?,11-2-2016 15:36:02,-200,-200,-200,-200,-68,-200,-200,-74,-200,-200,-200,-200,-200
206,?,11-2-2016 15:36:01,-200,-200,-200,-200,-68,-200,-200,-74,-200,-200,-200,-200,-200
207,?,11-2-2016 15:36:00,-200,-200,-200,-200,-68,-200,-200,-74,-200,-200,-200,-200,-200
208,?,11-2-2016 15:35:59,-200,-200,-200,-200,-68,-79,-200,-83,-200,-200,-200,-200,-200
209,?,11-2-2016 15:35:58,-200,-79,-200,-200,-66,-79,-200,-79,-200,-200,-200,-200,-200
210,?,11-2-2016 15:35:57,-200,-79,-200,-200,-66,-79,-200,-79,-200,-200,-200,-200,-200
211,?,11-2-2016 15:35:56,-200,-79,-200,-200,-69,-79,-200,-79,-200,-200,-200,-200,-200
212,?,11-2-2016 15:35:55,-200,-79,-200,-200,-78,-80,-200,-79,-200,-200,-200,-200,-200
213,?,11-2-2016 15:35:54,-79,-75,-200,-200,-68,-80,-200,-81,-200,-200,-200,-200,-200
214,?,11-2-2016 15:35:53,-79,-80,-200,-200,-64,-77,-200,-81,-200,-200,-200,-200,-200
215,?,11-2-2016 15:35:52,-79,-200,-200,-200,-69,-78,-200,-78,-200,-200,-200,-200,-200
216,?,11-2-2016 15:35:51,-79,-200,-200,-200,-58,-79,-200,-78,-200,-200,-200,-200,-200
217,?,11-2-2016 15:35:50,-78,-80,-200,-200,-59,-81,-200,-74,-200,-200,-200,-200,-200
218,?,11-2-2016 15:35:49,-200,-80,-200,-200,-60,-81,-200,-77,-200,-200,-200,-200,-200
219,?,11-2-2016 15:35:48,-200,-80,-200,-200,-60,-78,-200,-74,-200,-200,-200,-200,-200
220,?,11-2-2016 15:35:47,-81,-80,-200,-200,-62,-78,-200,-73,-200,-200,-200,-200,-200
221,?,11-2-2016 15:35:46,-81,-81,-200,-200,-69,-78,-200,-72,-200,-200,-200,-200,-200
222,?,11-2-2016 15:35:45,-81,-81,-200,-200,-69,-78,-200,-72,-200,-200,-200,-200,-200
223,?,11-2-2016 15:35:44,-81,-80,-200,-200,-65,-77,-200,-79,-200,-200,-200,-200,-200
224,?,11-2-2016 15:35:43,-81,-77,-200,-200,-65,-77,-200,-80,-200,-200,-200,-200,-200
225,?,11-2-2016 15:35:42,-200,-77,-200,-200,-65,-78,-200,-80,-200,-200,-200,-200,-200
226,?,11-2-2016 15:35:41,-200,-82,-200,-200,-64,-78,-200,-79,-200,-200,-200,-200,-200
227,?,11-2-2016 15:35:40,-200,-82,-200,-200,-64,-78,-200,-77,-200,-200,-200,-200,-200
228,?,11-2-2016 15:35:39,-200,-81,-200,-200,-66,-79,-200,-77,-200,-200,-200,-200,-200
229,?,11-2-2016 15:35:38,-200,-81,-200,-200,-66,-79,-200,-80,-200,-200,-200,-200,-200
230,?,11-2-2016 15:35:37,-200,-81,-200,-200,-67,-200,-200,-80,-200,-200,-200,-200,-200
231,?,11-2-2016 15:35:36,-200,-81,-200,-200,-66,-78,-200,-78,-200,-200,-200,-200,-200
232,?,11-2-2016 15:35:35,-200,-81,-200,-200,-68,-78,-200,-79,-200,-200,-200,-200,-200
233,?,11-2-2016 15:35:34,-200,-82,-200,-200,-65,-78,-200,-78,-200,-200,-200,-200,-200
234,?,11-2-2016 15:35:33,-200,-77,-200,-200,-65,-78,-200,-78,-200,-200,-200,-200,-200
235,?,11-2-2016 15:35:32,-200,-82,-200,-200,-65,-78,-200,-79,-200,-200,-200,-200,-200
236,?,11-2-2016 15:35:31,-200,-81,-200,-200,-74,-78,-200,-200,-200,-200,-200,-200,-200
237,?,11-2-2016 15:35:30,-200,-75,-200,-200,-74,-79,-200,-200,-200,-200,-200,-200,-200
238,?,11-2-2016 15:35:29,-200,-74,-200,-200,-74,-78,-200,-200,-200,-200,-200,-200,-200
239,?,11-2-2016 15:35:28,-200,-74,-200,-200,-70,-78,-200,-200,-200,-200,-200,-200,-200
240,?,11-2-2016 15:35:27,-200,-76,-200,-200,-70,-80,-200,-200,-200,-200,-200,-200,-200
241,?,11-2-2016 15:35:26,-200,-74,-200,-200,-71,-81,-200,-200,-200,-200,-200,-200,-200
242,?,11-2-2016 15:35:25,-200,-70,-200,-200,-71,-80,-200,-200,-200,-200,-200,-200,-200
243,?,11-2-2016 15:35:24,-200,-69,-200,-200,-68,-80,-200,-200,-200,-200,-200,-200,-200
244,?,11-2-2016 15:35:23,-200,-72,-200,-200,-67,-80,-200,-200,-200,-200,-200,-200,-200
245,?,11-2-2016 15:35:22,-200,-72,-200,-200,-72,-80,-200,-200,-200,-200,-200,-200,-200
246,?,11-2-2016 15:35:21,-200,-79,-200,-200,-72,-80,-200,-200,-200,-200,-200,-200,-200
247,?,11-2-2016 15:35:20,-200,-79,-200,-200,-72,-81,-200,-200,-200,-200,-200,-200,-200
