,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
48,1,0.606363945,0.181102126,0.39771684,0.342623304,0.266662965,0.034233416,-0.127740842,-0.177351677,0.177112361,0.139633853,-0.13415361,-0.249845929,-0.078512853,-0.0215046,-0.081633451,-0.089603324,-0.062426045,-0.123945002,-0.056052998,0.002878505,0.012636523,Leptodactylidae,Adenomera,AdenomeraAndre,1
49,1,0.237880385,0.151525037,0.455237384,0.396763198,0.309011946,0.101053754,-0.209149343,-0.133798205,0.20187823,0.243816974,-0.116869115,-0.303819759,-0.074154227,0.061612625,-0.04685856,-0.170682855,-0.161721594,-0.129410659,-0.087718913,-0.023788987,-0.014779573,Leptodactylidae,Adenomera,AdenomeraAndre,1
50,1,0.24457584,0.094602395,0.381683047,0.339732972,0.27271577,0.133109775,-0.145840709,-0.122960462,0.200734476,0.218352229,-0.158050887,-0.254381673,-0.015723693,0.097916908,-0.008882798,-0.099155357,-0.13996903,-0.15289897,-0.084809144,-0.014204273,0.003575506,Leptodactylidae,Adenomera,AdenomeraAndre,1
51,1,0.284435561,0.138321892,0.426601237,0.458871568,0.347446355,0.125590601,-0.15177833,-0.160078119,0.163729699,0.194117293,-0.183595525,-0.324473622,-0.080433805,0.02380936,-0.09480635,-0.169885825,-0.150033816,-0.149711115,-0.102743014,0.001115586,-0.010063412,Leptodactylidae,Adenomera,AdenomeraAndre,1
52,1,0.193653531,0.062086931,0.340210525,0.294358264,0.238592182,0.065510326,-0.202893157,-0.117600177,0.247405091,0.232869474,-0.095257485,-0.217506708,0.001178336,0.099274901,-0.027439238,-0.099456245,-0.069319545,-0.051770122,-0.030116423,0.024278612,0.013998249,Leptodactylidae,Adenomera,AdenomeraAndre,1
53,1,0.475405781,-0.040280506,0.305595696,0.430771803,0.270070399,-0.055195793,-0.173716747,0.022278257,0.369122571,0.309726988,-0.102547072,-0.278306697,0.026503624,0.29190842,0.164488686,-0.117329177,-0.209851456,-0.072494466,0.136260351,0.18275386,0.030253174,Leptodactylidae,Adenomera,AdenomeraAndre,2
54,1,0.452487866,-0.043830832,0.353139121,0.538667155,0.359465645,-0.001295633,-0.228166711,-0.037474534,0.270364463,0.24358115,-0.196096221,-0.309500649,0.034786248,0.30133971,0.138635754,-0.095177528,-0.209296636,-0.08869889,0.163408728,0.279755425,0.007899377,Leptodactylidae,Adenomera,AdenomeraAndre,2
55,1,0.118912619,0.037952467,0.302212219,0.302760802,0.253581163,0.065870074,-0.23530471,-0.199269957,0.198452546,0.330914323,-0.098972868,-0.340158257,0.006286346,0.325005112,0.190360918,-0.003047451,-0.095843002,-0.152673284,-0.029982269,0.172678565,0.143521503,Leptodactylidae,Adenomera,AdenomeraAndre,2
56,1,0.389888087,-0.047780784,0.254419652,0.396853011,0.256865474,-0.071712792,-0.237464825,-0.065440216,0.266536986,0.246525508,-0.109814382,-0.218208903,0.036777212,0.228449742,0.129673876,-0.064618185,-0.162413481,-0.069075615,0.092426408,0.170543373,0.036923857,Leptodactylidae,Adenomera,AdenomeraAndre,2
57,1,0.116798527,-0.013496004,0.336431376,0.261031451,0.164525548,0.026956104,-0.282846751,-0.261808356,0.24467973,0.321067307,-0.151789204,-0.369564728,-0.04495098,0.235365827,0.12770222,-0.022754166,-0.111397377,-0.119128297,-0.002573072,0.083824691,0.086306226,Leptodactylidae,Adenomera,AdenomeraAndre,2
58,1,0.250597872,-0.053068714,0.300611668,0.359829272,0.210240576,-0.084327768,-0.230498679,-0.070118246,0.283776376,0.303230784,-0.081178674,-0.284527124,-0.010250393,0.222200569,0.132534013,-0.07988624,-0.140144943,-0.09684108,0.006126119,0.089062868,0.022581661,Leptodactylidae,Adenomera,AdenomeraAndre,2
59,1,0.183458348,0.012470407,0.344819563,0.363314459,0.22625139,0.041121108,-0.206155888,-0.151438888,0.343144867,0.389983555,-0.128145328,-0.36847378,0.045424026,0.247773951,0.070379126,-0.055666517,-0.058583664,-0.102126002,-0.020094133,0.158376695,0.118608224,Leptodactylidae,Adenomera,AdenomeraAndre,2
60,1,0.435194003,-0.016726355,0.271876161,0.424729008,0.22594903,-0.220608178,-0.322517063,-0.071884663,0.345213509,0.302396584,-0.12535199,-0.287031735,-0.023925691,0.221225914,0.196935537,-0.023013624,-0.124661738,-0.064428733,0.100360728,0.169600729,0.009864959,Leptodactylidae,Adenomera,AdenomeraAndre,2
61,1,0.217362248,0.060977018,0.375251738,0.270739224,0.157074748,0.05268766,-0.155745361,-0.226272228,0.208418771,0.383192888,-0.099226801,-0.359585909,-0.038959816,0.251726486,0.142599544,-0.05579854,-0.109875603,-0.10611217,-0.0282409,0.143578304,0.119521232,Leptodactylidae,Adenomera,AdenomeraAndre,2
62,1,0.258113396,0.038986447,0.333276495,0.322758616,0.170175187,-0.03872662,-0.221640505,-0.116875892,0.289732724,0.29415827,-0.123566746,-0.351409372,-0.03503637,0.245632309,0.095317373,-0.08332149,-0.080903091,-0.017221119,0.065581128,0.101634449,0.015540274,Leptodactylidae,Adenomera,AdenomeraAndre,2
63,1,0.158186211,-0.037600553,0.347848085,0.302562538,0.228206195,0.099331129,-0.236794261,-0.181580552,0.286637935,0.411045011,-0.070384506,-0.299021616,0.037602113,0.248732016,0.118666585,-0.024789137,-0.073860831,-0.126798593,-0.035194034,0.150598518,0.131673921,Leptodactylidae,Adenomera,AdenomeraAndre,2
64,1,0.159917391,-0.009608079,0.410207386,0.338973422,0.241054012,0.01850928,-0.313027453,-0.187981832,0.328617532,0.43175781,-0.066775395,-0.350958148,0.029073185,0.295805446,0.193812528,0.037123405,-0.064158117,-0.085797563,0.006898176,0.118500683,0.042952013,Leptodactylidae,Adenomera,AdenomeraAndre,2
65,1,0.18257063,0.005969208,0.35887518,0.353089889,0.257351613,0.033053299,-0.259603995,-0.247114901,0.283944726,0.393549326,-0.150230739,-0.402163869,0.058480634,0.322278851,0.137334286,-0.060730631,-0.056633437,-0.101887423,-0.027656753,0.217437844,0.154770164,Leptodactylidae,Adenomera,AdenomeraAndre,2
66,1,0.314681047,-0.048760306,0.303518977,0.385130956,0.154947006,-0.11082994,-0.227658786,-0.114131796,0.281084386,0.300819835,-0.103959758,-0.26174723,0.012346184,0.254618074,0.137069694,-0.084821579,-0.090106812,-0.035662896,0.054774994,0.098564817,0.056222184,Leptodactylidae,Adenomera,AdenomeraAndre,2
67,1,0.192854014,0.023357121,0.348628278,0.313121989,0.169039357,0.037338643,-0.196318346,-0.17131068,0.210886162,0.356356768,-0.057612998,-0.26769062,0.025538107,0.238688247,0.094157498,-0.049695072,-0.078218826,-0.056482772,0.030795393,0.153874357,0.09970901,Leptodactylidae,Adenomera,AdenomeraAndre,2
68,1,0.368563216,-0.005340146,0.333892617,0.453462571,0.31628554,-0.074836544,-0.215943132,-0.018311015,0.301007347,0.321238468,-0.125488756,-0.285030556,-0.029037177,0.249140473,0.141083985,-0.078375184,-0.154109091,-0.033728707,0.113114432,0.150608707,0.007514446,Leptodactylidae,Adenomera,AdenomeraAndre,2
69,1,0.153919951,0.030971099,0.276994182,0.347454186,0.234510123,-0.03541879,-0.185009797,-0.229123369,0.201852545,0.43282784,-0.119152901,-0.341542316,0.064887267,0.214073131,0.108251842,-0.047105412,-0.127271037,-0.133760679,-0.036502306,0.181832906,0.175781373,Leptodactylidae,Adenomera,AdenomeraAndre,2
70,1,0.312788296,-0.053555863,0.346862461,0.467567091,0.212526905,-0.047791857,-0.21271512,-0.108353839,0.218171689,0.300077732,-0.071484812,-0.264028625,-0.052247999,0.166421845,0.100628464,-0.091917214,-0.1855793,-0.048416847,0.137364808,0.119920121,-0.012549283,Leptodactylidae,Adenomera,AdenomeraAndre,2
71,1,0.135528185,0.032499646,0.297100174,0.330404108,0.233884773,0.034208676,-0.186770982,-0.168554485,0.261825831,0.329974137,-0.159132808,-0.301252024,0.028140349,0.252048711,0.110082667,-0.116077741,-0.116280083,-0.086457751,0.023550873,0.176217854,0.075585042,Leptodactylidae,Adenomera,AdenomeraAndre,2
72,0.971042437,0.69955383,1,0.171875032,0.180830438,0.846513306,-0.133349548,-0.576506174,-0.073720097,0.262704105,0.254294201,-0.354685752,-0.306969187,0.092506033,0.071259257,0.427407583,0.188379521,-0.0876964,0.125336101,0.146905726,0.135830078,0.020020671,Leptodactylidae,Adenomera,AdenomeraAndre,2
73,1,0.715032561,0.830005481,0.044879049,0.086901608,0.579031718,-0.147820504,-0.320903383,-0.007125556,0.122796491,-0.01424728,-0.026763917,0.024675121,0.010437762,-0.08269988,0.16725966,0.0972545,-0.077890364,0.141732933,0.038078578,-0.153807369,-0.088294793,Leptodactylidae,Adenomera,AdenomeraAndre,2
74,1,0.211487697,0.804310841,0.497667813,0.014732876,0.441228432,-0.216811315,-0.275126388,-0.07310128,0.031497654,0.226337768,0.198128263,-0.079007877,-0.053413781,-0.0221095,0.493691312,-0.148094267,-0.424765646,0.215074558,0.306125692,0.086443851,-0.01878536,Leptodactylidae,Adenomera,AdenomeraAndre,2
75,1,0.161718206,0.093319582,0.333213034,0.297475542,0.252917942,0.053939358,-0.216770802,-0.12005271,0.263566557,0.27237873,-0.101777429,-0.227211574,0.057143564,0.242692783,0.137483283,-0.045824402,-0.130180493,-0.059003253,0.09778157,0.170958674,0.04998467,Leptodactylidae,Adenomera,AdenomeraAndre,2
76,1,0.344377886,0.326893602,0.133945532,0.243331545,0.544828751,-0.154760488,-0.389514402,0.00630097,0.295838023,0.220287942,-0.078256091,-0.175990091,-0.043138198,0.112678706,0.165500893,-0.019941357,-0.220888965,-0.063003066,0.084473203,0.073341478,0.031878352,Leptodactylidae,Adenomera,AdenomeraAndre,2
77,1,0.112623624,0.265673277,0.246649093,0.177451528,0.374103168,0.012467302,-0.343225614,-0.109173109,0.258443851,0.258639705,-0.139994067,-0.272859505,0.011456385,0.222196683,0.131893783,-0.050725919,-0.133186506,-0.088580548,0.031333164,0.148905515,0.11833691,Leptodactylidae,Adenomera,AdenomeraAndre,2
78,0.923773041,0.403506799,1,0.359223106,-0.153944887,0.264012217,0.136606796,0.086907288,0.084307223,0.057048814,0.237297191,0.098332636,-0.097013833,-0.161807439,0.071798876,0.352780352,0.010876024,-0.234459135,0.103513317,0.089960525,-0.114543136,-0.048743681,Leptodactylidae,Adenomera,AdenomeraAndre,2
79,1,0.093021178,0.090471439,0.456215116,0.24590035,0.097004623,0.018555468,-0.155098985,-0.116781344,0.227685868,0.292405748,-0.028086051,-0.230822019,-0.042027531,0.241922264,0.217549001,-0.05494025,-0.194695414,-0.079702511,0.109547304,0.126531347,-0.026728343,Leptodactylidae,Adenomera,AdenomeraAndre,2
80,1,0.166157093,-0.005198459,0.287194596,0.349081884,0.277743434,0.037624453,-0.227665152,-0.245926077,0.285659926,0.417583149,-0.122985836,-0.33082158,0.042849619,0.268865683,0.109698249,-0.059827597,-0.105951548,-0.141878375,-0.032690965,0.210257315,0.157671048,Leptodactylidae,Adenomera,AdenomeraAndre,2
81,1,0.173916393,0.37403926,0.227860967,0.229875932,0.475981362,-0.04575573,-0.346969624,-0.096692318,0.26480831,0.371478821,-0.069477348,-0.293021158,-0.030952178,0.190202262,0.214063789,-0.045951477,-0.127648165,-0.049259735,0.009282581,0.082845049,0.089288223,Leptodactylidae,Adenomera,AdenomeraAndre,2
82,1,0.105924893,0.003836423,0.333319915,0.272479395,0.270092657,0.055075511,-0.247112667,-0.178401832,0.329414245,0.338355159,-0.173806509,-0.353573086,-0.001298103,0.231218082,0.154963238,-0.032124123,-0.148841243,-0.127401971,-0.019087961,0.183517039,0.15672011,Leptodactylidae,Adenomera,AdenomeraAndre,2
