,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Class
165,-2.523635,-0.346197,-2.349878,-0.775688,0.17234000000000002,-0.10036,0.182426,0.617506,-0.091823,-0.074476,F
166,0.401857,-0.220579,-3.210528,-1.1855129999999998,-1.168333,-0.22493400000000002,0.55993,-0.137753,0.282354,-0.362618,A
167,0.809204,-0.09496,0.11826500000000001,0.987502,0.976743,-1.013906,-1.2143389999999998,-2.237044,-1.027268,-0.114728,I
168,-0.042522000000000004,-0.416858,0.569929,-2.224653,0.08296100000000001,2.972479,0.408929,-0.7079449999999999,-0.621908,2.578653,D
169,0.37716900000000003,-0.07925700000000001,0.153829,-1.1029520000000002,0.261718,-0.266459,0.106925,0.8864479999999999,-0.715453,-0.179753,A
170,0.043885,0.19553399999999999,0.260522,-0.393821,0.261718,0.522513,0.220177,-0.08141,0.344717,0.491199,G
171,-0.33877399999999996,-0.26768600000000004,0.44189799999999996,0.616019,0.440474,-0.9723809999999999,-1.2143389999999998,0.9493739999999999,2.8080529999999997,-0.092402,X
172,0.809204,-0.09496,0.11826500000000001,0.987502,0.976743,-0.8062819999999999,-1.32759,1.0812629999999999,1.436069,0.158658,I
173,0.006853,-0.668096,0.477462,1.62168,0.17234000000000002,2.308081,0.446679,-0.058655,-0.278912,1.929183,A
174,-0.042522000000000004,-0.3619,0.47034899999999996,-0.310721,0.261718,-0.681707,0.106925,-0.386368,-0.715453,-0.548556,F
175,-0.22768000000000002,-0.9978459999999999,0.356544,-0.026931999999999998,0.261718,1.768258,0.748682,-1.6801709999999999,-0.621908,1.2456690000000001,D
176,-0.240024,0.117022,0.235627,0.902912,0.17234000000000002,-0.01731,0.257927,1.136519,1.124254,0.001074,E
177,0.266074,0.580242,0.11470899999999999,-0.165469,0.261718,-0.058835000000000005,0.446679,-0.5457489999999999,-0.278912,-0.181489,A
178,0.562327,-0.000745,-3.210528,-2.832246,0.261718,-0.349509,0.220177,1.004941,0.282354,-0.318556,A
179,-0.28939899999999996,0.09346900000000001,0.402778,-0.087353,-1.436467,0.06573999999999999,0.484429,0.5791029999999999,0.31353600000000004,-0.07294500000000001,E
180,0.15498,-0.471816,0.50947,1.205082,0.261718,0.231839,0.55993,0.618166,-0.37245700000000004,0.018734999999999998,A
181,0.080916,-0.071406,0.160942,1.2255209999999999,0.17234000000000002,-0.515608,0.144676,0.713341,0.064084,-0.427547,A
182,-0.202992,-0.016447999999999997,0.594823,-1.5818219999999998,-0.363929,-1.2630549999999998,0.484429,0.915358,0.843621,-1.258591,E
183,0.192011,-0.03215,0.452567,-0.877078,0.261718,-0.6401819999999999,0.408929,-1.567834,-0.559546,-0.6691560000000001,A
184,0.661077,-0.20487600000000003,-3.075385,0.47103599999999995,1.0661209999999999,0.024215,-1.25209,0.689285,2.059698,0.959312,I
185,-0.38815,0.321153,0.107596,0.886232,0.351096,0.771662,0.408929,0.503946,-0.060641999999999995,0.59591,F
186,0.438888,0.289748,0.14315999999999998,-0.282494,0.261718,-0.30798400000000004,0.371178,-0.349206,0.18880999999999998,-0.355553,A
187,0.14263599999999999,-0.448263,0.438342,0.978909,0.261718,1.643684,-0.044076,-0.621721,-0.43482,1.6681540000000001,F
188,-0.26471100000000003,-0.275537,0.384996,1.343918,0.261718,0.688613,0.144676,-0.144762,-1.463808,0.665733,A
189,0.278418,-0.197025,0.23918299999999998,-0.73839,0.261718,0.854712,0.6354310000000001,-1.484037,-0.216549,0.528522,F
190,0.266074,0.556689,-0.020434,0.176624,0.261718,-0.847807,0.446679,1.085185,0.594169,-0.8733569999999999,G
191,3.265629,-0.251983,0.125378,-2.1238599999999996,0.976743,-1.5952540000000002,-1.25209,1.397909,0.812439,-0.705779,I
192,-0.054866,0.20338499999999998,0.05425,-0.028782,0.261718,1.394535,0.144676,-0.8478709999999999,-0.091823,1.325884,G
193,0.327793,-2.426761,0.008017,-0.54498,-0.006417,0.10726500000000001,0.182426,-0.19992100000000002,0.282354,0.111354,A
194,-0.054866,0.22693899999999997,0.32098000000000004,-0.905841,0.261718,0.605563,0.861934,-1.990682,-0.715453,0.20861500000000002,H
195,0.229043,0.807926,-0.052441999999999996,0.082634,0.261718,-0.764757,0.371178,0.49728599999999995,-0.091823,-0.76861,F
196,0.043885,0.007106,1.348781,-1.2493969999999999,-0.185173,-1.22153,0.220177,1.693236,-0.185368,-1.103948,E
197,4.524702,-0.134216,0.23206999999999997,-2.514351,-0.9001979999999999,-0.6401819999999999,0.220177,-0.649893,-0.8401790000000001,-0.565735,F
198,-0.511588,-0.620989,0.491688,-2.053711,-0.006417,3.4292519999999995,-0.308329,-1.1876799999999998,-1.93153,3.521148,D
199,-0.215336,0.250492,0.47390600000000005,1.1870889999999998,0.17234000000000002,1.186911,2.4097009999999996,-0.555651,1.124254,-0.12073199999999999,X
200,0.364825,-0.000745,-0.052441999999999996,1.293223,0.976743,-0.22493400000000002,-0.9500860000000001,0.6146520000000001,2.1532419999999997,0.515912,I
201,-0.33877399999999996,-0.29123899999999997,0.520139,1.054429,0.261718,-0.10036,-0.270579,1.123219,0.219991,0.165457,E
202,-0.153617,-0.22843000000000002,0.48813100000000004,0.580183,0.261718,0.480988,0.333428,1.0220850000000001,0.032902,0.366175,A
203,-0.301743,-0.314793,0.399221,0.77052,0.708609,0.564038,-1.32759,-0.14382999999999999,0.8748020000000001,1.555209,Y
204,-0.33877399999999996,-0.29123899999999997,0.520139,1.054429,0.261718,1.26996,0.257927,0.264981,0.438262,1.136631,E
