pagename,review,rating
Restaurant Bab El Hara,نادي رياضي رائع 😎,4
Restaurant Bab El Hara,جيد جدا مقبول بس يرجى الاهتمام اكثر,3
Restaurant Bab El Hara,مطعم نظيف واكل طيب وخدمه ممتازه,4
Restaurant Bab El Hara,مطعم راقي ويوجد فيه حمام ساونا شي جميل,5
Restaurant Bab El Hara,الطعام عشرة على عشرة,3
Restaurant Bab El Hara,مقهي ...وحمام تركي ...ومطعم ..جيد جدا ...الخدمه ممتازه ..الأسعار مناسبه ,4
Restaurant Bab El Hara,شي ولا غي خيال .... نادي رياضي ..... مقهى...الخ,5
Restaurant Bab El Hara,حمام شعبي جميل,5
Restaurant Bab El Hara,ممتاز,5
Restaurant Bab El Hara,ممتاز,5
Restaurant Bab El Hara,رائع ,5
Restaurant Bab El Hara,ممتار,5
Restaurant Bab El Hara,عادي ,1
Restaurant Bab El Hara,مميز للقاية ,5
Restaurant Bab El Hara,مميز ,5
Restaurant Bab El Hara,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍آحۣۗہلَآآآآآ مۣۗہطۣۗہعۣۗہمۣۗہمۣۗہمۣۗہمۣۗہمۣۗہمۣۗہمۣۗہمۣۗہ,5
Ministry Of Labor,ررائع,5
Soussa Restaurant,اكلوا بيجنن ونضيف وانا واصحابي منموت بلألفريدو عندو وكل الموظفين بيعقدو,5
Soussa Restaurant,مطعم للوجبات السريعة .. نظيف ممتاز يخاف الله في العمل .. ويرضي الزبون قبل ارضاء ,5
Soussa Restaurant, اطيب وانضف سناك بطريق الجديدة,4
Soussa Restaurant,لقمة طيبه اسعار جيدة بس ما في مطرح دايما للصفة ..وفي ضغط اخر الاسبوع,4
Soussa Restaurant,اكل جيد جدا,5
Soussa Restaurant,جيد جدا مطعم الصوصة جماعة أوادم يخافون الله,5
Soussa Restaurant,قسم المخبز و الحلويات ممتاز جدا و ينافس اهم المحلات خصوصا في الcake على جميع انواعه,5
Soussa Restaurant,ما كتير طيب,3
Soussa Restaurant,العمالة اللبنانية منقرضة و الشاورما غير ناضجة و الخدمة صفر,2
Soussa Restaurant,لا باس,3
Soussa Restaurant,ممتاز,5
Soussa Restaurant,كتبر اكل الصوصة طيب وان شاء الله يضل اكلهون اطيب من اكل المطاعم والقعدات حلوي برا وجوا انصحكون تكلو منو الي ما اكل منو والله الله يحميهون يارب وان شاء الله يكسرو كل المطاعم بأكلهن الطيب يارب وانا رح كون معهن ورح ادعمهن بالتعليقات ان شاء الله ,5
Soussa Restaurant,جيد جدآ,5
Soussa Restaurant,انا بحبو لدرجة اني بتمنى كون انا صاحبت المحل لحتا كل يوم اكول من عندو,5
Soussa Restaurant,لا تعليق,2
Soussa Restaurant,سعر مقبول واكل طيب,5
Soussa Restaurant,احلا مطعم بطريق الجديده وحتى ببيروت ,5
Soussa Restaurant,مهند جحجاح,5
Soussa Restaurant,طعم رائع,5
Em Sherif Café,والكلاسيكية يحتاج إلى حجز فهو مزدحم,3
Em Sherif Café,الاكل لذيذ جدا لكن الاسعار مرتفعه,4
Em Sherif Café,"لذيذ، جلساته لطيفه، يوجد اوت دور، يفضل غداء، و يفضل الحجز",5
Em Sherif Café,مطعم مميز تشكيله رائعه من الأصناف والأرغيله,5
Em Sherif Café,الجرسونات بحاجة للمزيد من التدريب للتعامل مع الزبائن,5
Em Sherif Café,مكان عادي جدا,1
Em Sherif Café,زحمه مررره والجلسه جواء مره كتمه برى حلوه الاكل جيد جد,4
Em Sherif Café,جيد,4
Em Sherif Café,السويت لذيذ,4
Em Sherif Café,قصة كبيرة,4
Em Sherif Café,في العطل لازم تتصل فيهم للحجز,4
Em Sherif Café,مايقال عنه اكثر من ما يستحق,3
Em Sherif Café,جيد جدا,5
Em Sherif Café,الإفطار كان رائعا .. المناقيش والبيض بالجبن .,5
Em Sherif Café,ارنون,5
Em Sherif Café,من افضل المطاعم ببيروت,5
Em Sherif Café,احلى من ام شريف المطعم,5
Em Sherif Café,مطعم راقي ,5
Darweesh Patisseri,ولا اطيب,5
Darweesh Patisseri,حلويات ليست بلجودة ويجود شوفت حال ,1
Darweesh Patisseri,أطيب أنواع الكيك والشوكولا والحلويات والبوظة مكان مفضل عندي ومميز,5
Darweesh Patisseri,الطعمه مقبولا ولكن السعر يا يستاهل البضاعه يعني السعر غالي,3
Darweesh Patisseri,احب ذلك,5
Darweesh Patisseri,جدا راقي وخدمة ممتازة,5
Darweesh Patisseri,غيث,5
Darweesh Patisseri,ولا اطيب,5
Darweesh Patisseri,حلويات ليست بلجودة ويجود شوفت حال ,1
Darweesh Patisseri,لأن الحلويات ليست بالجودة المطلوبة,3
TOTAL Mreijeh,جميل ولكنه يحتاج إلى بئر ارتوازي لكي تمر الماء على جميع البيوت في تلك المنطقة,5
Super Market Mallah,لابأس به يوجد تقريبا ما تريد,3
Super Market Mallah,بيپا,5
Super Market Mallah,سوبر ماركت الملاح مكان يحتوي على كل ما تطلبه من احتياج المنزل,5
Super Market Mallah,مكان رائع,5
Super Market Mallah,جيد,3
Shmeis Bakery,"مكان جيد للحلويات ، لكن ثمنها غالي بعض الشيء. ",4
Shmeis Bakery,جيد,3
Shmeis Bakery,اشتريت خبز,5
Just Fajita,جيدة,4
Just Fajita,قرب كليه العلوم الحدث ولا اطيب,5
Just Fajita,ممتاز,5
Don Vito,أطيب بيتزا وأطيب منقوشة لبنه 😋,5
Mataem Wfirana Keuktna,يا عين عالكعك الطرابلسي,5
Croissant Al-Doha,اطيب من هيك بعد ما صار ولا حيصير,5
Croissant Al-Doha,أطيب كرواسون ببيروت,5
Croissant Al-Doha,كرواسون طازج دائماً . طعم جيد و سعر جيد,5
Croissant Al-Doha,لذيذ,5
Croissant Al-Doha,صفوف,5
Croissant Al-Doha,ممتاز,5
Croissant Al-Doha,رائع,5
Croissant Al-Doha,روعة,5
Croissant Al-Doha,رائع ,5
Mokddad Café ,انتم اذكياى برافو وشكرا لكم,5
Mokddad Café ,مكان جميل,5
Mokddad Café ,نااايس,2
Mokddad Café ,لبنان,2
Mokddad Café ,عادي,1
Mokddad Café ,احسنتم,4
Mokddad Café ,حسن,5
Nassereddine Market,برامج رائعة ومفيدة اتمنى لكم النجاح ببرامجكم المييزه,5
Nassereddine Market,مكان ضيق.. تشكيلة قليلة... قد لا تجد كل ما تريد.,3
Nassereddine Market,ممتاز,5
Nassereddine Market,حلوو,5
Nassereddine Market,انا,5
Nassereddine Market,رائع,5
Nassereddine Market,تمام,5
New Educational School NES,عمادرس هونيك كتير منيحة,5
Fakih PC,مكان منظم و لا باس به,4
Fakih PC,مركز فني,4
"Faran Abu Yusif
",الطعام هنا جيد جدا,5
"Faran Abu Yusif
",ممتازة وجيدة,5
"Faran Abu Yusif
",جيد نوعا ما,5
"Faran Abu Yusif
",أنه جميل جدا وفيه خدمة ممتازة,5
"Faran Abu Yusif
",ايى,5
"Faran Abu Yusif
",ولا اطيب,5
"Faran Abu Yusif
",فرن طيب,4
"Faran Abu Yusif
",كتير حلو,5
Al Khalil Restaurant,"وسط ، مقبول ، يحتاج الأمر إلى إهتمام أكبر بالنظافة لا يوجد مواقف سيارات اسعار مقبولة مهما كان الزبون ميسور سوف يبحث عن طعام لذيذ وأسعار مقبولة اصبح اللبناني لا يشبع يريد أن يجمع ثروة بأسرع وقت ممكن كان الطبيب والصيدلي يُضرب بهم المثل حتى أصبح كل صاحب مهنة طبيب وصيدلي ومع ذلك يلعن الدولة والغلاء أصحاب المصالح لم تعد ترحم هذا فضلاً عن الفساد الذي عم البلاد الله يعين الفقير",3
Al Khalil Restaurant,رائع وشهي,5
Al Khalil Restaurant,"مطعم يحتوي على المشاوي والدجاج المشوي، طعامه جيد وصحي وشرعي",5
Al Khalil Restaurant,مطعم لذيذ,4
Al Khalil Restaurant,مقبول,3
Al Khalil Restaurant,احلا زياره عند اهلي,5
Al Khalil Restaurant,اطيب سندويش في البرج,5
Al Khalil Restaurant,لقمة طيبة,5
Al Khalil Restaurant,مطعم شعبي طعام لذيذ,4
Al Khalil Restaurant,اشتري الفروج الطازج من محلات العنان قرب المطعم,5
Al Khalil Restaurant,معروف,4
Al Khalil Restaurant,احلى عالم,5
Al Khalil Restaurant,كلو تمام,5
Al Khalil Restaurant,كلو زباله وخدمه زفت وريحتو طالعه,1
Al Khalil Restaurant,محمود غنوم,3
Al Khalil Restaurant,يا زم شو هاد ,1
Al Khalil Restaurant,ممتازة,5
Al Khalil Restaurant,حتيت,1
Al Khalil Restaurant,تسخين,3
Al Khalil Restaurant,منطقة مهملة وغير نظيفة,1
Al Khalil Restaurant,جيده,4
Al Khalil Restaurant,جيد جدا,5
Al Khalil Restaurant,جيد جدا,5
Chamseddine Restaurant,مهمه وجيده جدا,3
Chamseddine Restaurant,اللقمه الشهيه الطعم الاصيل,5
Chamseddine Restaurant,جمييل,5
Chamseddine Restaurant,جيد,5
Chamseddine Restaurant,جيد,2
Chamseddine Restaurant,نظيف وقمة طيبة,4
Chamseddine Restaurant,مهمه وجيده جدا,3
Chamseddine Restaurant,احب مطعم شمس الدين لانو اكلو طيب ,5
Chamseddine Restaurant,لم ارى اطيب من اكلكم 🍟🍟🍟🍟🍴🍴🍴,5
Sub Stop,رائع,5
Sub Stop,الذ همبرغر خدمة ممتاذة للدليفري,5
Al Emad Restaurant,لقمة طيبة وأسعار مقبولة جدا,5
Al Emad Restaurant,حي سلم,5
Al Emad Restaurant,جيد,5
Al Emad Restaurant,ممتاز ممتاز ممتاز ممتاز,5
Bridge Restaurant,الموقع جميل وله اطلالات على ملعب الغولف . جودة الطعام ممتازة قياسا مع الاسعار التنافسية. مشكلتي مع هذا المكان عدم توزيع الطاولات بشكل يمنع حديث الآخرين من الوصول إليك. زيارته سببت لي الصداع إذ تشعر أن كل زوار المطعم يجلسون معك على نفس الطاولة ويصلك صوتهم بشكل قوي ومرتفع علما انني ذهبت باكرا. لكي اكون منصفا لولا ازعاج باقي الزبائن لبقيت وقتا أطول ولنويت تجديد زيارتي.,3
Bridge Restaurant,مكان رائع,5
Bridge Restaurant,حلووووو مكان هادء وجميل,5
Bridge Restaurant,الاسعار غالية كتير,1
Bridge Restaurant,ممتاز,4
Bridge Restaurant,مكان هاديء ورائع,4
Rawche Restaurant,رائع وعلى البحر 💙,5
Rawche Restaurant,رائعة,5
Rawche Restaurant,مكان رائع اطيب لقم,5
Rawche Restaurant,حلو,5
Rawche Restaurant,لقمة طيبة و نظيفة و خدمة دليفري ليش عالروسة بل في منطقة بءر العبد,5
Rawche Restaurant,ممتع,5
Rawche Restaurant,مأكولات شهية,5
Rawche Restaurant,الروشة هو ممان على بحر يوجد في صخرة الروشة مكان سياحي,5
Rawche Restaurant,لقمة رخيصة ولذيذة,4
Rawche Restaurant,جيدا جدا,5
Rawche Restaurant,رائعع,5
Rawche Restaurant,جميله,1
Rawche Restaurant,رووعة,5
Rawche Restaurant,جميلة,4
Rawche Restaurant, يعني شوي بدو نظافة اكثر بس منيح بيستاهل 4 نجوم و سعره رخيص و ططيب بس مش بكل شي مختص في اشيا بي غير مطاعم اطيب,4
Rawche Restaurant,صالح للسياحة والسباحة,5
Rawche Restaurant,أفضل مطعم في لبنان,5
Raya Restaurant,الاكل غير لذيذ والخدمه بطيئه والمعامله غير مريحه الحديقه جميله لكن السيارات مزعجه لاتشعر بلهدوء لكن العاب الاطفال ممتعه بلنسبه لهم امان وفرح لكن من الافضل تغيير مكان الحديقه عن الشارع اذا كان ممكن,2
Raya Restaurant,بدن يسرعو الدلفري شواي,4
Raya Restaurant,الاكل غير لذيذ والخدمه بطيئه والمعامله غير مريحه الحديقه جميله لكن السيارات مزعجه لاتشعر بلهدوء لكن العاب الاطفال ممتعه بلنسبه لهم امان وفرح لكن من الافضل تغيير مكان الحديقه عن الشارع اذا كان ممكن ,2
Raya Restaurant,"كانت متعتي خلال الصيف المنصرم قضاء أمسياتي في حديقة هذه الاستراحة التي تجمع ما بين الحديث والأصيل، فخدماتها تصل للزبائن بكل ما تحتويه الحداثة من أناقة، بينما الأجواء تشعرك بأنّك في حديقة قرويّة بكل ما فيها من هدوء وسكينة وأيضاً من حيويّة.",5
Raya Restaurant,لانهو جميل وا نظيف وا جي,5
Raya Restaurant,مكان جميل ونظيف ,5
Mr. Sub,احب ذلك,4
Kaco Doner,شاورما رائعة و خدمة سريعة!,4
Kaco Doner,شورما على الطريقة التركية,4
Harkous Chicken,مطعم محترم ونضافه ممتازة ولكن الشاورما ناشفه بس الفروج طيب,4
Harkous Chicken,جيد جدا,4
Harkous Chicken,راحتك كأنك في بيتك,4
Harkous Chicken,ممتاز من حيث الاسعار والجوده,5
Harkous Chicken,خدمة سريعة واسعار جيدة واكل طازج,5
Harkous Chicken,انه افضل من رائع حيث اتيت مع العائلة وتناولنا العشاء كان وقت ممتعآ,5
Harkous Chicken,وين صير المحل لنجرب,5
Harkous Chicken,اسعاره جيدة,5
Harkous Chicken,من اكثر المطاعم ترويجا في الضاحية وغير مكلف ويراعي اصحاب الطبقة الفقيرة من حيث المادة يباع كافة انواع الدجاج النئ والمشوي فيه صالة طعام,5
Harkous Chicken,بحاجة الى توظيف اكبر عدد من اللبنانيين,1
Harkous Chicken,مؤسسة عائلية شاملة باسعار تشجيعية وخدمة جيدة,4
Harkous Chicken,اكل طازة يومي شرعي وذبح حلال ونظافة جيدة واسعار مقبولة ليست مكلفة,5
Harkous Chicken,رائع,5
Harkous Chicken,مطعم مرتب وجوده واسعار معقوله وعلى مستوى مميز جدا,5
Harkous Chicken,منيح طيب,5
Harkous Chicken,ممتاز,4
Harkous Chicken,فروج شي تمام وسعرو جميل وشاورما طيبة,4
Harkous Chicken, هذا المكن جيد جدآ...يقدم ماكولة شهيا,5
Harkous Chicken,طيب,5
Harkous Chicken,جيد,3
Harkous Chicken,العشاء رائع جدا هناك والتقديم للطعام سريع جدا ولذيذ,5
Harkous Chicken,كتير منيح ونضيف وانا زبون من أكثر ٤ سنوات,5
Harkous Chicken,غود,5
Harkous Chicken,مو زياده ول اكل كلو بارد وخدمه مو منيحا انا بنصح لالالا,1
Harkous Chicken,لقمة طيبة ومشهور وبيضل أسعارو لا بأس فيها بركي يبعتلنا دعوة يعزمنا ناكل عندو,4
Harkous Chicken,تمام,1
Harkous Chicken,احسن معامله واجمل طعمه حرقوص,5
Harkous Chicken,يهتم بزبائن ويقدم طعام لزيز وا شهي وأسعار مدروسه,5
Harkous Chicken,ممتاز,4
Harkous Chicken,جميل,5
Harkous Chicken,حرقوص من افضل المطاعم اخوة وهمن رضى زبونهن بعتقد ورأي انا وكتير من العالم انو حرقوص الافضل تعاملن وجوده ونظافه وسعر شكرا ابو عصام شكرا ابو احمد شكرا ابو علي ,5
Harkous Chicken,كان من قبل جيد,1
Harkous Chicken,جيد جدا ..,4
Harkous Chicken,البضاعة جيدة جدا,5
Harkous Chicken,احلا سمك,5
Harkous Chicken,عروضات رائعة علي اسعار الدجاج,5
Harkous Chicken,محل شعبي جدا وجربت من عنده الدجاج المقلي وكان لازال الدجاج نيئ 😣😣,2
Harkous Chicken,مكان ظريف,1
Harkous Chicken,طعام جيد,3
Harkous Chicken,ممتاز,5
Harkous Chicken,خدمه دلفيريه شي سيئ كتير,1
Harkous Chicken,سيئه,1
Harkous Chicken,يقدم خدمات جيدة,5
Harkous Chicken,خدمه ممتازة,5
Harkous Chicken,لانه غير نظيف وا الاطباق وسخة,1
Harkous Chicken,جيد,5
Harkous Chicken,سناك ممتاز,5
Harkous Chicken,الخدمة سرعة,4
Harkous Chicken,جيد,4
Harkous Chicken,مابعرف ليش,3
Harkous Chicken,بس في مشكلة انو ما بمشو الزبائن ع السريع ,5
Harkous Chicken,لديه افضل انواع الدجاج,4
Harkous Chicken,ﻻ يوجد ادارة جيدة,1
Harkous Chicken,الخدمة بطيئة,1
Harkous Chicken,جيد,3
Harkous Chicken,ولا أطيب,5
Harkous Chicken,يجنن يستهل ألفين نجمة ,5
Harkous Chicken,شعبي وخدمه متوسطه,3
Harkous Chicken,طعام جيّد,4
Harkous Chicken,دجاج حرقوص,4
Harkous Chicken,لذيذ,5
Harkous Chicken,كتير طيب,5
Harkous Chicken,سيئ,1
Harkous Chicken,جيد,4
Harkous Chicken,روووووووعة,5
Harkous Chicken,جميل ,5
Harkous Chicken,طريقة التعامل,1
Harkous Chicken,بيروت,2
Agha,المطعم نظيف جدا وتشكيلته كتير كبيرة بيقدم مناقيش بكل أنواعها وبإمكانك طلب الإضافات حسب الذوق بيقدم سندويشات شرقية وغربية ومشاوي وكتير انواع جديدة كمان عنده اطباق يومية من طبخ شرقي ع أصوله اسعاره منطقية وحجم الاكل مناسب وعنده جلسات بالطابق الاول وعنده بعده عدة محلات كمان بتقدم انواع تانية متل الفلافل بس ماجربتا بعد بالمجمل تقييم الطعام : 9/10 تقييم النظافة :8/10 تقييم التنوع : 9/10 تقييم الموقع : 3/10 المواقف عنده كتير صعبة بسبب الازدحام وموقعه على شارع رئيسي,5
Agha,اكل طيب وعصير وكل شي طيب عندو,5
Agha,لحمة نظيفة سرعة بتوصيل الطلبات سمعة طيبة,5
Agha,من اطيب المطاعم في لبنان و يفتح ٢٤/٢٤ انصح الجميع بالذهاب إليه و الاكل عند,5
Agha,متميزين جداً ولكن لو تسهلو التواصل معكم عبر الوتس آب بيكون افضل,5
Agha,لقمة طيبة ونظيفة بوظة لذيذة عصائر مطعم متكامل,5
Agha,اطيب تحية طيبة ممتاز,5
Agha,نعم مطعم جيد وخدمته سريعه,1
Agha,مطعم جيد جدايقدمون اصناف متنوعه من الطعام والحلويات والعصائر ويقدم خدمة السندويشات اللذيذه,4
Agha,نأمل أن يستمر هذا المطعم بتقديم المأكولات الخاضعة للرقابة الصحية المشددة,5
Agha,"لم يكن حسب المعتاد ، الفلافل باردة وشاورما الدجاج احتوت بطاطا مقلية غير طازجة وعندما طلبنا شوكة أحضروا لنا شوكة بلاستيكية..",3
Agha,طيب ومشهور بس حارق سلاف الأسعار غلونجي,5
Agha,بعرفو جنب بيتنة ,5
Agha,ليس كما يجب,2
Agha,طعام رائع,5
Agha,أكله لذيذ,4
Agha,لقمة طيبة,5
Agha,مطعم جديد جدا,5
Agha,يلعن أبو هل مطعم شو إنو طيبين أكلاتو وفاتح 24\24,5
Agha,مطعم زفتتت أنا بدق لعندون عشان اطلب أكل بيرفضو لأني قاعد بالليلكي!!!!!!!!!!!! شو هيدا المطعم يللي بيرفض يبعت دليفري !!!!!!!!!,1
Agha,رائع,5
Agha,حماة,2
Agha,عا راسي إدارة بيت شمص 👍👍👍 المحل بيعمر فيكون 👍👍👍,5
Agha,جيد,4
Agha,ممتاز,5
Al Zaghloul Restaurant,احلا الطعمه,5
Al Zaghloul Restaurant,من المطاعم المشهوره بالمنطقه وجبات سريعه اكلو نضيف اسعارو جيده,5
Al Zaghloul Restaurant,جيد جدا,4
Al Zaghloul Restaurant,اللقمة البيتية بنكهة مطعم,5
Al Zaghloul Restaurant,احب الأكل بهذا المطعم وكل شيئ مشوي لذيذ في هذا المحل,4
Al Zaghloul Restaurant,لو في اكثر من 5 نجوم يستحق اكثر من افخر المطاعم في لبنان,5
Al Zaghloul Restaurant,ممتاززززجدا,5
Al Zaghloul Restaurant,جبد,4
Al Zaghloul Restaurant,مشاوي على انواعها,4
Al Zaghloul Restaurant,شكراً,5
Al Zaghloul Restaurant,لحم طازج وبشهي بس اسعارو غاليه شوي ,3
Al Zaghloul Restaurant,عجبني,2
Al Zaghloul Restaurant,رائع برنامج ذكي ومريح,5
Al Zaghloul Restaurant,طيب كتير,5
Al Zaghloul Restaurant,المشاوي كتير طيبين عندو شوي غالي شوي ,4
Al Zaghloul Restaurant,اثنان من الهمبرقل ي,5
Avocado,نضيف ولديه اطيب,5
Avocado,يس انه لذيذ جد,5
Avocado,شي فاخر عالاخر,5
Avocado,مطعم جيد,4
Avocado,الفاهيتا لاتقاوم,5
Avocado,الفاهيتا لاتقاوم,5
Avocado,مطعم جيد,4
Avocado,الفاهيتا لاتقاوم,5
Al Jawad Restaurant,مطعم جيد الاكل طيب الصالة جميله لاكن يوجد مشكله في الخدمة الاوردر ياتي متقطع يغني اذا جالسين على الطاولة 3 ثلاث اشخاص وطلبو 3 وجبات كل وجبه تاتي لحاله المفروض الطلب ينزل كله مره وحده حته الجميع ياكلون مع بعض وشكرا,3
Al Jawad Restaurant,ممتاز.نظيف.حلال.عائلي.خدمة تستحق كل النجوم.نحن مغتربين نزور فروعه كافة.ونُعّرف به اصدقائنا بكل ثقة.,5
Al Jawad Restaurant,طعام لذيذ وخدمة جيدة يوجد خدمة توصيل الأفضل تحسين الأداء ودراسة الأسعار,4
Al Jawad Restaurant,مطعم مميز جدا وهارئ وهناك جلسة رائعة على الهواء الطلق.,5
Al Jawad Restaurant,اولا خدمة ممتاذة جدا ونظافة ممتاذة جدا واكل طيب وجلسة المكان مريحة جدا,4
Al Jawad Restaurant,مطعم رائع وخدمة جيدة وطعامه لذيذ ولكن مكلف لأصحاب الدخل المحدود,4
Al Jawad Restaurant,الصراحة ولا شيء سوا الصراحة المكان جميل ولكن الطعام من معظم الاصناف لا طعم كم يجب وبالمناسبة انا لا احب سوى الطعام لا يهمني سوى بطني,1
Al Jawad Restaurant,مطعم جميل وخدمة ممتازة الاكل طيب وراقي فضلا إن الأسعار مناسبة جدا,5
Al Jawad Restaurant,تم تغيير اسم المطعم مع فريق عمل جديد والاكل اكثر من رائع,5
Al Jawad Restaurant,الحمص عادي الفتوش تأخر البطاطا حرة اوك الخبرة النية ممتازه الدجاج المسحب اوك الستيك الفطر واحد ممتاز والثاني عادي جدأً,4
Al Jawad Restaurant,كل ما تريده من الطعم الرائع ستجده هنا لكل طبق او سندويش نكهته التي تريدها,5
Al Jawad Restaurant,"امنعو التدخين في المطاعم كما هنا في اوروبا،االدخان شى قرف،خاصة في المطاعم،،،على الحكومة اللبنانية منع التدخين في الاماكن العامة بالناس.شئ لا يطاق...قرف",2
Al Jawad Restaurant,مكان جيد واكله ايضا ولكن ﻻيطل على شيء,4
Al Jawad Restaurant,الأكل ليس غني خدمه بطيئه توقعت الأفضل للأسف..,2
Al Jawad Restaurant,الاكل لذيذ و الخدمة ممتاذة و النظافة موءكدة 100 بال100,4
Al Jawad Restaurant,أكثر من جيد,5
Al Jawad Restaurant,روعه,5
Al Jawad Restaurant,انتقل مقابل كنيسة مار مخايل,5
Al Jawad Restaurant,اكثر من رائع,5
Al Jawad Restaurant,لقمة طيبة واسعار جيدة,5
Al Jawad Restaurant,انهوا مطعم رائعه وطعمته لذيذه كتير طيبه حتى انواع عصير طيبين وشكرا,5
Al Jawad Restaurant,مطعم مميز وخدمة رائعة,4
Al Jawad Restaurant,مش متل صور,2
Al Jawad Restaurant,رائع ولا أطيب كتير طيب و ممتاز كتير بس يعني غالي بس بكتر بل أكل منيح مقبول,5
Al Jawad Restaurant,خدمه جيده...اكل شرقي وغريبي..اسعار معقوله,4
Al Jawad Restaurant,خدمة ممتازة واسعار مناسبة,5
Al Jawad Restaurant,مطعم محترم وخدمات جيدة وعصيرات طبيعية وبوظة لذيذة ,5
Al Jawad Restaurant,جيد,3
Al Jawad Restaurant,مطعم يا سلام,5
Al Jawad Restaurant,مطعم مميز وشرعي ..الله يرزقكم ويوفقكم,4
Al Jawad Restaurant,"طعم الجواد أسوأ مطعم أفطرت عنده، حجزت على افطار كل شيء من إل مقبلات للخدمة وحتى الطبق الرئسي نزل بعد ساعة ونص من الافطار‎ ولم كلامنا إل مسئوول كان تعاطيه سيئ ",1
Al Jawad Restaurant,حلوو,5
Al Jawad Restaurant,مطعم جيد ولذيذ,5
Al Jawad Restaurant,انا أكره هذا المكان لانو انا رحت ذات يوم وكرهت اكلو الأكل مش طيب,1
Al Jawad Restaurant,ممتاز,5
Al Jawad Restaurant,لا تخدعكم الصور انه يبيع اطعمة فاسدة انا قد ذهبت اليه قبل سنة ومن ذاك الوقت انا لم اعود اذهب اليه ,1
Al Jawad Restaurant,لابأس,3
Al Jawad Restaurant,مطعم مميز واكلات بيشهي,5
Al Jawad Restaurant,مطعم رائع,5
Al Jawad Restaurant,مطعم الجواد اكل وعصير روعة ,5
Khayrat Al Bahr,أطيب أكل وأنظف عالم.. شي فاخر..,5
Khayrat Al Bahr,اطيب اكل و انضف شغل,5
Khayrat Al Bahr,مطعم اسماك بكافة أنواعها,5
Khalifeh Restaurant,مطعم جيد ويقدم اطباق يومية لذيذة الفلافل مميزة في هذا المطعم والمكان مناسب للعائلات ويوجد جميع انواع السندويشات والمشاوي ويوجد بوظة وعصائر واسهاره مقبولة بعض الشيئ المكان بشكل عام جيد جدا,5
Khalifeh Restaurant,مطعم راقي جدا بما يقدم من انواع مأكولات منوعة.وحلويات وبه عدة صالات .كذالك المواقف موئمنة,5
Khalifeh Restaurant,رائع وسريع في خدمة الزبائن,5
Khalifeh Restaurant,مطعم موجود في الضاحية واكله لذيذ عنده وجبات داخل المطعم والخارج والاسعار مقبولة والخدمة جيدة,5
Khalifeh Restaurant,خدمات راقية وطاقم إداري ممتاز وطعام لذيذ ومتطابق للمواصفات الصحية وأسعار مدروسة .. كما يتميز بتشكيلة طعام واسعة ترضي المترددين ,5
Khalifeh Restaurant,انو ايه طيب ولذيذ بس غلونجي شوي على أمل تجيني عزيمة مجانية لعندو,5
Khalifeh Restaurant,روعة وفيه اكثر من خي,5
Khalifeh Restaurant,يقدم اطعمة مختلفة و وجبات سريعة ويمتاز بطعم لذيذ وخدمة جيدة,5
Khalifeh Restaurant,خدمة ممتازة وطعام طيب ونظيف,5
Khalifeh Restaurant,مفيد للوجبات السريعة والعائلية يتميز بالنظافة وسرعة والخدمة و مراعاة الشروط الشرعية في الذبح,4
Khalifeh Restaurant,"يوجد هنا كل انواع المأكولات العربية والاجنبية، معجنات، فلافل، سندويشات، مرتباط، مشاوي",5
Khalifeh Restaurant,الخدمة جيدة,4
Khalifeh Restaurant,مطعم نظيف ورائع وطعامه لذيذ,5
Khalifeh Restaurant,مطعم للمشاوي والفطاير المقبلات,3
Khalifeh Restaurant,نظافه واكل طيب,4
Khalifeh Restaurant,طيب كتير,5
Khalifeh Restaurant,المطعم الافضل والانظف من حيث المأكولات.... مطعم راحة البال للأكل الحلال... أفضل الأمنيات بالدوام والأستمرار(L),5
Khalifeh Restaurant,أصوات العاملين مرتفعة ومزعجة.. عدم احترام راحة الزبائن اثناء تناولهم الطعام ,3
Khalifeh Restaurant,رائعه,5
Khalifeh Restaurant,مطعم طازج دائما و خدمة سريعة و ذاتية,3
Khalifeh Restaurant,جيد جدأ,5
Khalifeh Restaurant,مطعم مرتب واكله جيد والخدمه جيده,3
Khalifeh Restaurant,جيد,5
Khalifeh Restaurant,جيد,4
Khalifeh Restaurant,مطعم رائع و خدمة ممتازة و طعام لذيذ,5
Khalifeh Restaurant,مطعم خليفه,5
Khalifeh Restaurant,ولا اروع ولا اجمل,5
Khalifeh Restaurant,جيد,3
Khalifeh Restaurant,لذيذ,5
Khalifeh Restaurant,من اطيب واشهى المطاعم اللبنانية على الاطلاق ,5
Khalifeh Restaurant,متوسط الحال,2
Khalifeh Restaurant,ممتاز,5
Khalifeh Restaurant,جيد,4
Khalifeh Restaurant,جميل ورخيص,4
Khalifeh Restaurant,وسط,3
Khalifeh Restaurant,شعبي,3
Express Chicken,طعام طيب مكان نظيف,5
Express Chicken,لا بأس بها,1
Express Chicken,المكان نضيف ومرنب اسعارو مقبوله ديكور حلو واناره جيده,4
Express Chicken,خدمه ممتازه واكل نضيف,5
Express Chicken,رائع,5
Pizza Plus,تجربتي لذيذة 😋,5
Pizza Plus,لذيذ وشهي,5
Pizza Plus,صالة ضيقة مليئة بالزبائن والتدخين,2
Pizza Plus,روعه ومميز,5
