,GameID,LeagueIndex,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
42,184,4,20,14,270,101.7864,0.0014531754999999999,0.0005382131,2,5.38213132400431e-05,0.0003049874,0.0041801220000000005,22.569000000000003,54.6094,4.2961,15,0.00096878,4,0.0,0.00021529
43,187,2,25,8,100,79.128,0.0005007704,8.98818695428865e-05,4,1.92604006163328e-05,0.0017205958,0.0027542372999999998,50.5327,67.1422,5.345,28,0.00043657,6,0.0,6.4201e-06
44,193,4,22,20,1200,120.7014,0.005495623900000001,0.00023988830000000003,5,0.0,2.18080311709459e-05,0.0036128638,44.8387,60.9175,4.8089,31,0.00051612,5,0.0,0.0
45,194,6,18,20,800,108.5424,0.002100536,0.0003983775,2,0.0,0.0004345937,0.0030783716999999997,28.4762,61.9294,5.8353,11,0.0025350999999999998,4,0.0,0.0
46,196,5,18,28,800,84.1578,0.0023682455,0.0006004003,4,0.0,0.0,0.0027851901,48.8675,77.7485,4.9042,15,0.00086724,6,5.0033355570380296e-05,0.00010007
47,201,3,23,2,30,66.7818,0.0006858533,0.0001682282,2,5.17625135876598e-05,0.001112894,0.0024069569,56.7784,97.9785,4.9355,19,0.00042704,6,0.0,0.0
48,203,6,18,28,2000,129.1464,0.0026310697999999996,0.0005997292,4,7.7384407041981e-05,0.0003385568,0.0051460631,25.0245,43.0827,4.1917,35,0.00083188,9,0.00017411490000000002,0.00048365
49,204,3,18,8,600,62.2194,0.0010991957,0.00032171580000000003,0,4.02144772117962e-05,0.0002010724,0.002386059,44.3164,90.8989,4.5393,14,0.00071046,7,0.0,0.00010724
50,209,3,20,6,150,72.141,0.0012379023,0.000393878,5,1.87560957311126e-05,0.0002719634,0.0033760972,45.9164,68.8778,3.7528,24,0.00079713,8,0.00012191459999999999,0.00035637
51,210,4,23,20,100,83.9658,0.0026726974,0.0003769189,3,0.0,0.0001713268,0.0029125547999999998,44.0476,78.0706,4.6118,10,0.00071957,3,0.0,0.0
52,212,5,17,56,540,199.6854,0.0051462973,0.00045313309999999997,1,3.23666494044536e-05,0.0002912998,0.004790264099999999,25.3831,33.9054,6.7095,29,0.0020876,7,0.0,1.6183e-05
53,213,4,29,12,800,66.6738,0.0003208948,4.5842119739616794e-05,2,0.0,0.00019482900000000001,0.002292106,38.5126,72.16,5.46,20,0.0010314,9,0.00025213169999999997,0.00014899
54,215,2,27,24,250,73.9722,0.0026472782,0.00045488440000000005,7,7.4571215510812805e-06,0.00018642799999999998,0.0026845638,58.8858,88.6889,4.4111,24,0.00058166,8,0.0001043997,0.00023863
55,219,6,21,8,730,130.941,0.0047583021,0.0007565501,10,7.963685593692758e-05,0.0001393645,0.0033845664,36.8047,57.2471,5.7765,11,0.00059728,2,0.0,0.0
56,220,2,27,8,280,55.047,0.000642809,0.0001264542,0,7.376496374978921e-05,9.48406676783005e-05,0.0025290845,62.8452,83.8667,3.9333,22,0.00052689,6,0.0,0.00017914
57,223,6,16,10,1600,181.104,0.0056354095,0.0005817933,10,0.0,0.0004563085,0.0050079854,20.8037,39.2255,5.6993,30,0.0017226,8,0.0003650468,0.001175
58,225,4,22,36,1000,98.6694,0.0044748483000000006,0.0004629153,1,0.0002571752,0.00036004529999999997,0.0023917292,52.6957,62.5806,5.827999999999999,17,0.0005915,3,0.0,0.0
59,226,4,18,6,50,107.4186,0.0030285773,0.0003106233,4,0.0002200248,0.0003365086,0.0035592255,37.3723,56.0436,5.0873,24,0.00095776,7,0.0,0.0
60,228,4,18,4,140,119.8716,0.0025467701,0.0004165278,3,4.76031798924168e-05,0.0006426429,0.0027847859999999996,42.6609,67.6068,7.1496,20,0.0023445000000000002,5,0.0,1.1900999999999998e-05
61,229,5,18,24,200,111.8556,0.0044004038,0.0006254938,0,9.87621806689492e-05,0.00019752439999999998,0.0039175665000000005,48.1798,54.1513,4.3529,31,0.0010096,8,0.0001646036,0.00038408
62,230,3,24,10,200,87.162,0.0003985475,6.642458595341421e-05,1,0.0003874768,0.0008745904,0.0026348419,38.8354,60.0168,6.1975,21,0.0011181,7,0.0,3.3212e-05
63,234,2,16,24,50,109.038,0.0043008666,0.0001778554,6,0.0,0.0,0.0033954209999999996,28.555,63.1429,4.8571,13,0.0010186,6,0.0,8.0843e-05
64,235,6,16,42,700,163.4436,0.0053999352,0.0005262306,4,0.00016191709999999998,0.0010686528,0.0046632124,27.2557,42.4514,5.3681,32,0.00084197,9,0.000170013,0.00029955
65,240,6,20,16,900,127.6602,0.0027376583,0.000577128,5,0.0005179354,0.000384752,0.0033443826,22.6667,64.6372,6.4779,21,0.0026636999999999997,6,0.0,0.0
66,244,5,23,12,600,142.5096,0.0040592671000000006,0.0005435736,7,5.26038926880589e-05,9.6440469928108e-05,0.0034806242,39.7778,56.7456,6.6977,33,0.0012537000000000002,9,8.76731544800982e-05,7.0139e-05
67,246,5,19,6,550,106.4316,0.0016084387,9.351387745941501e-05,0,0.0,0.0002431361,0.0031981746,25.1294,64.7953,5.7251,11,0.0010099,3,0.0,0.0
68,250,5,23,8,700,68.6388,0.00044102080000000003,8.82041632365048e-05,2,2.94013877455016e-05,0.0002646125,0.0027343291,84.6087,75.0968,4.6559,25,0.00061743,3,0.0,0.0
69,251,6,23,40,2000,128.0802,0.002780837,0.0003028634,4,0.0011426211,0.0007020925,0.0035517621,25.2451,50.9612,6.1395,20,0.00106,8,5.50660792951542e-05,0.0003304
70,256,6,20,16,625,189.1506,0.0141993477,0.0002187575,3,0.0001590963,0.0002187575,0.0037586509000000004,21.1915,48.254,5.6561,18,0.0012728,4,0.0001193222,9.9435e-05
71,257,3,17,8,100,98.634,0.0022416848999999997,6.51652590970702e-05,3,3.9099155458242104e-05,0.0004300907,0.0031018663,52.4388,70.9076,5.1849,19,0.0014336,7,0.00031279319999999997,0.00014336
72,260,3,35,14,1300,38.6472,0.0002643638,0.0001077038,0,9.791250538518781e-06,0.00015666,0.0024576039000000004,54.496,100.988,2.9482,20,0.00054831,7,0.0,0.0
73,263,2,22,16,450,114.94200000000001,0.0017443669,0.0002999867,2,2.2221234611795e-05,8.888493844718008e-05,0.0025776632,31.2208,61.5517,8.1379,22,0.0013888,7,0.0001555486,0.00097773
74,264,6,16,28,750,211.0536,0.0162800828,0.0006806055,7,5.44484373298486e-05,0.0002314059,0.004954807800000001,33.1129,41.7143,4.706,21,0.00088479,8,0.0001088969,0.00032669
75,265,5,21,10,350,77.7252,0.0013082777999999999,0.0004077749,1,6.796248470844089e-05,0.0010873998,0.0023956776,37.5429,73.3333,5.7234,16,0.00066263,4,0.0,0.00033981
76,266,4,28,6,1200,62.8314,0.0009698919,0.0001906625,4,5.8027720671131995e-05,0.0002072419,0.0023957159,44.0139,84.2907,4.7232,23,0.00059686,9,4.1448371907951504e-05,7.4607e-05
77,267,5,22,6,160,134.571,0.0031693860999999998,0.00046953870000000005,4,0.0,0.0004842118,0.0048714638,28.5921,49.506,4.4849,25,0.0018340999999999997,7,0.0,0.0
78,268,4,31,10,400,119.23200000000001,0.0033847158000000002,0.0004077971,2,0.000142729,0.0004485768,0.0032215969,30.6242,68.4557,5.9304,16,0.00063209,5,0.0,0.00022429
79,272,4,26,8,600,83.2656,0.0041337498,0.00034447910000000005,4,2.29652765019291e-05,0.00025261799999999997,0.0032840345,80.6761,69.5385,3.5664,14,0.00050524,7,0.0,0.00016076
80,280,4,21,16,612,109.4994,0.0020789669,0.00018592389999999998,2,0.0,0.0003549456,0.0045128795,41.2632,52.6742,4.2734,19,0.0015212,7,0.00011831520000000001,0.0011832000000000001
81,281,5,23,20,1300,110.7312,0.0031740559,0.00039548940000000004,6,1.0140753660812101e-05,0.0002535188,0.0043605241,31.8228,48.1395,4.1279,27,0.00057802,7,0.0003245041,0.00020282
82,284,4,25,4,180,107.4084,0.0016043982999999998,0.0003883257,8,0.0,0.0003985448,0.0039650098,30.5633,51.4124,4.8144,22,0.0011445000000000001,8,7.15336821451929e-05,0.00012263
83,288,2,32,10,400,53.8788,0.0013120510999999999,6.90553231789125e-05,4,0.0,9.865046168416071e-05,0.0015882723999999999,21.325,105.3416,5.6770000000000005,14,0.00047352,7,0.0,0.0
84,290,3,31,12,300,72.0948,0.0035302293,0.0001042391,1,3.47463516330785e-05,0.0003196664,0.0022863098999999997,73.9634,89.1793,3.7356,37,0.00042391,7,0.0,0.0
85,297,5,18,6,180,162.4398,0.0116803889,0.0005207817,5,9.919650828290841e-05,0.0006695764,0.0040670568,33.7914,55.8293,4.6159,13,0.00081837,7,0.0,7.4397e-05
86,299,5,21,20,1000,111.0876,0.0031411898,0.0008039064,7,0.0,0.0002233073,0.003543143,25.6371,55.6303,5.063,12,0.00064015,4,0.0,0.0
87,301,5,19,14,450,117.4128,0.0052675585,0.00045986620000000003,5,0.0,0.0001672241,0.0032399665999999997,53.013000000000005,53.7032,5.4129,18,0.0018604,6,0.0,0.0
88,302,5,27,10,150,164.4894,0.008501585899999999,0.0005718556,8,3.04989630352568e-05,0.000236367,0.0049027083,40.0312,43.3468,4.633,30,0.0008616,9,0.0001906185,0.00056423
89,305,6,20,28,1600,195.1986,0.006011939799999999,0.00033633230000000005,5,6.30623055578912e-05,0.0002942908,0.0039308837,30.9462,41.5829,7.6631,13,0.0014084000000000002,5,0.0,2.1020999999999997e-05
90,312,5,17,28,730,116.2062,0.0043155623,0.00034208730000000003,5,9.21004157675912e-05,0.00026314400000000004,0.0034998158,41.4792,59.1429,5.2368,29,0.0012105,5,0.0001710436,0.00017104
91,314,6,17,14,300,207.576,0.010294785899999999,0.0007241849000000001,5,0.0001277973,0.002499148,0.0057650801,20.5235,37.9901,4.9458,34,0.002059,7,0.0,0.0
92,316,5,20,18,770,193.6086,0.007317992099999999,0.0006520983,7,0.0001014375,0.0005796429,0.0053037329,17.9945,39.1803,5.6421,28,0.0028691999999999997,6,0.0,0.0
93,318,5,17,36,720,335.499,0.0356382492,0.00013735629999999998,5,1.14463623460464e-05,0.0004177922,0.0047616867,24.2551,43.0048,5.7007,28,0.00056659,11,0.0,0.0
94,320,5,19,8,500,188.76,0.0104507737,0.0003027585,2,0.0003924647,0.0006952231,0.0043395379999999996,22.2383,47.0904,5.9328,23,0.00063916,6,0.0,0.0
95,321,3,30,12,500,62.898,0.0020328020000000002,0.0004158004,6,0.0,1.15500115500116e-05,0.004019404,58.5591,60.3678,2.454,26,0.00072765,6,0.0,8.085e-05
96,329,6,24,24,1000,146.6856,0.0049566295,0.0003336193,4,0.0,0.0006910685,0.0043132209,28.8864,48.9061,5.3066,30,0.0015847,7,0.0,0.0
97,333,2,16,28,300,76.8504,0.0007144174000000001,0.00035720870000000005,1,0.0,0.0001037058,0.0019473636,42.5714,82.5089,7.2249,18,0.00038025,3,0.0,0.0
98,336,4,23,4,415,59.181000000000004,0.00163768,0.0005458933,4,7.66166104811523e-05,0.00023942689999999998,0.0025379252,62.5909,84.4528,3.883,24,0.00083321,8,0.0,0.0
99,338,4,31,4,500,100.4322,0.0006862708000000001,7.52077614409807e-05,3,9.400970180122591e-06,0.0006674689,0.003797992,45.6675,66.7822,4.8589,25,0.0010904999999999999,9,0.00021622229999999998,0.00011281
100,339,6,16,20,500,157.9002,0.0081300813,0.0002078714,4,2.30968218773097e-05,0.0002078714,0.00297949,18.5,52.9302,7.1318,13,0.0007622000000000001,7,0.0,0.0
101,342,3,22,10,200,87.2484,0.0002505289,5.567308762943989e-05,0,0.0,0.00019485580000000002,0.0034238949,27.2787,49.9512,4.7967,17,0.00055673,3,0.0,0.00019486
102,350,4,16,14,150,130.4472,0.0022572778,0.0005708059,10,2.59457215505163e-05,0.0010378289,0.0035675367,37.3869,50.5018,6.3309,21,0.0010897,7,0.0003502672,5.1891e-05
103,351,6,22,24,1000,189.375,0.010655401799999999,0.0008196463,6,0.0002049116,0.0005595662,0.0061079411,30.031,34.7148,3.9626,46,0.0011190999999999998,9,0.00038617949999999996,0.00043347
104,357,7,21,24,1000,286.4538,0.0178518445,0.0007170408,6,4.9451092869152396e-05,0.0012980912,0.0062061122,20.4232,30.9801,5.7171,30,0.0013723,6,0.0,0.0
105,361,6,21,10,350,178.368,0.0052714624,0.0008785771000000001,4,0.0004482536,0.0009144374000000001,0.00372947,17.1594,42.5962,7.4519,20,0.00091444,5,0.0,0.0
106,363,1,33,4,120,68.6598,0.0003020456,0.0003228763,0,0.0,6.24921884764404e-05,0.0023955339000000003,48.6812,87.51299999999999,5.412999999999999,23,0.0005416,6,0.0,0.00020831
107,366,5,23,12,500,136.5768,0.0024831046,0.00017919310000000002,2,0.0,5.1198033995494604e-05,0.0023039115,34.7416,61.2889,10.0333,17,0.00058878,4,0.0,7.6797e-05
108,371,6,25,10,400,262.611,0.0156994048,0.0004092262,7,0.0001674107,0.00042782739999999996,0.0045014881,25.9917,33.8017,7.4215,22,0.0024181999999999997,6,0.0001302083,0.0
109,378,3,19,20,730,91.30799999999999,0.0037889594,0.00038335349999999997,4,3.5660794522502004e-05,0.00022288,0.0030935739,42.0578,78.6052,4.4265,21,0.00074888,5,0.0,0.0
110,381,6,23,20,1800,176.5188,0.0071709786,0.0003834748,10,0.00024286740000000002,0.00030677979999999997,0.0041415278,24.644000000000002,44.8519,5.9877,23,0.002352,7,0.0,0.0
111,383,6,16,42,2200,209.8398,0.0130610478,0.0007697117999999999,2,0.0001082407,0.00039688269999999995,0.0043897628000000005,27.8791,48.3616,6.474,21,0.0018280999999999998,8,0.00025256169999999996,9.6214e-05
112,384,3,22,40,480,108.4692,0.0021866960999999997,0.0004410143,3,0.000275634,0.0001286292,0.0033719221000000003,32.7104,56.653999999999996,5.4251,23,0.00098309,6,0.0,0.0
113,388,6,18,10,430,166.90200000000002,0.008271028,0.0004439252,4,0.0001869159,0.0004906541999999999,0.0031308410999999997,31.4286,52.6866,7.3209,15,0.0018457999999999999,5,0.0,2.3364000000000002e-05
114,389,4,21,12,350,89.9394,0.0012593911,0.0006839797,10,0.00045598650000000003,0.00040170230000000003,0.0027250619,31.616,68.6056,5.8367,20,0.0011183,7,0.0001737091,0.00016285
115,392,4,19,20,639,197.5674,0.014814309099999999,0.0002730748,5,0.0002389405,0.000386856,0.0045740033,40.1297,45.1343,4.8085,25,0.00093301,8,2.27562352084471e-05,0.0
116,393,6,22,10,1000,91.866,0.0030128763,0.0004353205,6,0.0001260138,0.0001374696,0.0046854235999999995,36.3039,49.7311,3.088,29,0.0014091,7,0.0,8.0191e-05
117,394,5,21,12,730,166.5636,0.0021712489,0.0003196931,3,2.66410912190963e-05,0.00017316709999999998,0.0055280264,23.1111,38.6699,5.1133,31,0.0019048,6,0.0,0.0
118,396,3,19,28,360,99.2874,0.0019259258999999999,0.00020740740000000003,7,0.0,0.00035555559999999995,0.0031555555999999998,53.9434,60.7887,5.1268,18,0.0013926,7,0.00047407410000000004,0.00016296
119,398,7,24,16,1250,216.6852,0.011957259199999999,0.0003957485,6,0.0005276647,0.00083861,0.0056912408,21.6119,32.6225,5.0083,33,0.00068785,8,3.76903361977989e-05,0.0
120,400,6,21,24,750,130.5,0.0044794189000000005,0.0005145278,6,7.566585956416469e-05,0.0005599274,0.0042978208,31.7314,48.5211,4.7923,24,0.0026029,8,0.0001967312,0.00016646
121,401,3,19,12,480,52.8438,0.0015406738,0.0003668271,4,7.3365418476347e-05,8.803850217161641e-05,0.0025677895999999998,65.0345,82.24,3.44,20,0.0011445000000000001,6,0.0,0.00017608
122,403,5,17,24,365,200.9172,0.021356313199999997,0.0007025103,8,4.6834020232296706e-05,0.00021855880000000002,0.0036062196,54.3652,62.9957,4.6883,20,0.001046,6,0.0,0.00045273
123,407,5,19,14,1000,144.6822,0.0052753816,0.000309666,5,6.635700066356999e-05,0.0001658925,0.0048882990000000005,34.1769,42.6516,4.2873,22,0.002046,6,0.0,0.0
124,408,5,23,12,300,125.7894,0.0022284610999999998,0.0006580102000000001,3,7.01877522372346e-05,0.0003070714,0.0045709774,36.5231,47.5701,4.6564,32,0.00094753,8,0.000280751,0.0012809000000000002
125,411,6,23,28,1000,113.601,0.0027171588,0.00044929400000000004,4,0.0,0.0014762516,0.0036371415999999998,22.7456,60.0471,5.2588,22,0.00087719,4,0.0,0.00032092
126,418,6,16,4,300,157.9686,0.0063767812,0.0005510799,8,0.0002164957,0.001148083,0.0055042381,29.2745,41.8308,4.1681,41,0.0011874000000000001,11,0.00035426559999999997,0.0011284
127,422,2,20,6,100,61.7502,0.0016044129999999998,0.00036054230000000004,6,0.0,0.0003064609,0.001910874,72.4952,85.5472,5.3585,16,0.0010095,5,0.0,0.0
128,423,4,22,10,700,83.085,0.0008551738,0.000301826,5,0.0001383369,0.0006413804,0.0032194778000000004,31.451,57.7344,4.6289,20,0.0011067,9,0.0,0.00050304
129,424,4,32,2,300,38.2104,0.0009157042999999999,0.0001526174,5,3.8154347051940796e-05,6.35905784199013e-05,0.0016787913000000001,73.5573,123.4848,3.3182,14,0.00059775,6,1.2718115683980301e-05,0.0
130,426,3,18,24,400,83.376,0.0005189375,0.0001203333,5,1.5041665413194501e-05,0.0008122499,0.0029556873,58.8878,67.0636,5.2875,29,0.0005038999999999999,7,0.0,0.0
131,434,5,23,10,500,119.5992,0.0042808684,0.00044776120000000004,9,0.00010854819999999999,0.0004138399,0.0039959294,37.2925,48.4958,4.7487,31,0.0011600999999999998,11,9.49796472184532e-05,0.00074627
132,435,5,19,10,700,129.9594,0.0020728391,0.000412339,6,8.915437079302808e-05,0.00016716439999999997,0.0044465742,24.6131,54.5865,5.1504,25,0.0014265,6,0.0002674631,0.00064637
133,436,3,18,12,450,78.825,4.5495905368516794e-05,0.0002047316,3,0.0,0.0006369427,0.0031847134,45.6978,72.9714,4.6786,7,0.00034122,4,0.0,0.0
134,438,5,16,12,600,81.711,0.0008131403,0.00010841870000000001,1,1.35523391337345e-05,0.0,0.0033338753999999997,49.1755,66.5691,4.3902,20,0.00079959,7,0.0,0.00029815
135,439,3,25,20,800,76.5426,0.0010614730999999999,0.000250534,6,3.95580052216567e-05,0.00041535910000000005,0.0027492814000000003,57.1442,82.9353,4.9448,23,0.00057359,6,0.0,0.0
136,442,4,19,6,50,88.1628,0.0015055956,0.00018968130000000002,1,1.18550834597876e-05,0.0003437974,0.0027029590000000004,51.8062,81.2632,5.5132,15,0.0011737,6,8.29855842185129e-05,7.113100000000001e-05
137,443,5,29,20,1000,134.2992,0.0036035095,0.00013578440000000001,0,0.0002088991,0.0003237936,0.0030081471,10.8571,54.5139,7.2257,32,0.0007207000000000001,6,5.22247754334656e-05,2.089e-05
138,444,3,22,12,100,66.8676,0.0026160264,0.0003215714,7,1.73822353554667e-05,0.0003389536,0.0030505822999999997,75.7029,75.5442,3.4274,19,0.00051278,7,0.0002085868,0.00017382
139,449,3,21,2,50,37.2018,0.0003966455,0.0001133273,0,1.41659111514053e-05,0.000155825,0.0015724161,61.7455,139.2072,4.2072,18,0.00045331,6,0.0,0.0
140,454,6,24,24,400,207.8286,0.0206294847,0.0004280822,6,0.0,0.0001223092,0.0039138943,51.6859,49.5417,4.7448,12,0.0012435,6,0.0,0.0
141,455,6,17,4,720,203.2488,0.009916833100000001,0.0003872967,6,0.0002853765,0.0019262913,0.0036589343,20.5587,48.1894,7.7493,20,0.0012944,8,6.11521056708386e-05,4.0768e-05
