,CIC0,SM1_Dz(Z),GATS1i,NdsCH,NdssC,MLOGP,quantitative response LC50 [-LOG(mol/L)]
72,0.667,0.5820000000000001,1.361,0,0,0.20199999999999999,4.748
73,2.333,0.251,1.946,0,0,-1.053,2.576
74,2.026,0.223,1.429,1,0,0.20199999999999999,5.2589999999999995
75,1.594,0.223,1.068,0,0,0.20199999999999999,4.564
76,0.965,0.64,1.695,1,0,0.20199999999999999,4.37
77,1.9509999999999998,0.405,1.8780000000000001,0,0,-1.053,0.053
78,1.0,0.405,1.5,2,0,-1.306,2.381
79,1.5119999999999998,0.331,1.6269999999999998,1,0,-0.386,2.891
80,3.219,0.405,1.605,0,0,0.706,1.088
81,3.74,0.134,1.581,0,0,2.274,3.721
82,3.6689999999999996,0.486,1.374,0,0,3.2910000000000004,3.701
83,3.57,1.374,2.259,0,0,2.05,6.082999999999999
84,5.926,0.134,1.671,0,0,6.202999999999999,4.628
85,3.802,0.405,1.527,1,0,1.869,3.7
86,2.802,0.223,1.6,0,1,1.064,1.8419999999999999
87,2.242,1.0959999999999999,1.9069999999999998,0,1,-1.96,3.3960000000000004
88,1.94,0.7490000000000001,1.0659999999999998,0,0,1.492,2.99
89,2.126,0.405,1.69,1,1,0.479,3.573
90,3.08,0.223,1.5830000000000002,0,1,1.442,2.271
91,3.2769999999999997,0.223,1.869,0,0,1.587,2.085
92,3.179,0.0,1.063,0,0,2.9419999999999997,3.822
93,2.728,0.223,0.953,0,0,1.859,3.29
94,2.62,0.499,0.99,0,0,3.21,3.84
95,2.2159999999999997,0.5820000000000001,0.8390000000000001,0,0,2.127,3.9789999999999996
96,2.8339999999999996,0.134,0.95,0,0,1.859,3.47
97,2.359,0.405,0.8140000000000001,0,0,0.893,3.3139999999999996
98,2.565,0.693,1.9869999999999999,0,2,0.057,4.031000000000001
99,2.085,1.079,0.895,0,0,4.063,4.74
100,2.26,0.604,0.836,0,0,3.045,4.194
101,2.91,0.0,1.0,0,0,2.608,3.447
102,2.512,0.134,1.2930000000000001,0,0,0.846,2.364
103,2.26,0.499,0.907,0,0,2.8760000000000003,3.645
104,3.08,0.223,1.385,0,0,1.195,2.07
105,2.866,0.223,1.3330000000000002,0,1,1.05,2.27
106,2.386,0.223,0.857,0,0,1.506,3.513
107,2.512,0.134,1.2930000000000001,0,0,0.846,2.8110000000000004
108,3.509,0.8540000000000001,1.4780000000000002,0,0,2.248,2.832
109,2.98,0.251,2.261,0,0,-0.063,1.639
110,2.512,0.134,1.2930000000000001,0,0,0.846,2.016
111,2.98,0.251,1.959,0,0,-0.063,1.651
112,3.4619999999999997,0.405,1.7169999999999999,0,1,2.06,4.0969999999999995
113,2.755,0.405,1.5590000000000002,0,1,0.996,3.123
114,2.755,0.405,1.844,0,1,0.996,3.2310000000000003
115,2.024,0.977,1.328,0,0,2.6039999999999996,5.052
116,2.609,0.604,1.5290000000000001,0,0,2.419,3.572
117,2.878,0.134,1.6840000000000002,0,0,0.8,2.436
118,1.9609999999999999,0.134,1.215,1,0,0.5479999999999999,2.5669999999999997
119,2.665,0.251,1.7619999999999998,0,0,-0.534,1.795
120,1.251,0.251,1.126,0,0,-0.7859999999999999,5.072
121,2.377,0.331,2.1109999999999998,0,0,-0.534,2.156
122,2.366,0.405,2.6060000000000003,0,0,-0.128,1.037
123,2.878,0.134,2.102,0,0,0.8,1.932
124,1.9609999999999999,0.134,1.27,0,0,0.156,2.505
125,2.4619999999999997,0.223,1.669,0,0,0.408,1.524
126,1.778,0.223,1.203,0,0,0.156,3.048
127,3.609,0.8109999999999999,1.189,0,0,3.2910000000000004,5.115
128,3.3160000000000003,0.223,1.571,0,1,1.795,2.8560000000000003
129,2.0,0.693,1.128,2,2,-0.45,4.3660000000000005
130,4.171,0.693,1.6780000000000002,0,2,2.8489999999999998,4.976
131,3.3160000000000003,0.223,1.571,0,1,1.795,2.94
132,3.4410000000000003,0.0,1.6669999999999998,0,0,3.516,4.538
133,2.4290000000000003,0.83,1.696,0,0,2.6039999999999996,3.391
134,3.1430000000000002,0.134,1.641,0,0,1.209,2.6919999999999997
135,2.802,0.223,1.6,1,0,1.064,3.825
136,2.126,0.405,1.127,0,0,-0.226,3.2060000000000004
137,2.7089999999999996,0.331,2.072,0,0,-0.081,1.78
138,2.701,0.405,2.003,0,0,-0.081,0.5329999999999999
139,3.252,0.0,1.4169999999999998,0,0,3.1239999999999997,3.299
140,2.1109999999999998,0.134,1.253,0,0,0.46799999999999997,2.9139999999999997
141,2.085,0.56,2.451,0,0,-0.544,1.18
142,3.361,0.223,1.4369999999999998,1,2,2.021,3.168
143,3.52,0.223,1.5619999999999998,0,1,2.129,3.446
144,3.014,0.56,1.9869999999999999,0,1,0.5379999999999999,3.4960000000000004
145,3.181,0.604,1.52,0,0,3.1260000000000003,4.68
146,3.3689999999999998,0.134,1.614,0,0,1.587,3.252
147,3.2769999999999997,0.223,1.633,0,0,1.587,2.98
148,2.5069999999999997,0.405,1.5,2,0,0.076,3.9360000000000004
149,3.2769999999999997,0.486,1.416,0,0,2.6039999999999996,5.47
150,2.67,0.496,2.0469999999999997,0,0,-0.917,1.8419999999999999
151,2.7039999999999997,0.56,1.965,0,0,-0.917,0.15
152,3.2769999999999997,0.486,1.3430000000000002,0,0,2.6039999999999996,3.736
153,3.5660000000000003,0.134,1.595,0,0,1.94,3.719
154,2.594,0.251,1.287,0,0,0.45399999999999996,1.749
155,3.485,0.223,1.614,0,0,1.94,3.5069999999999997
156,3.3160000000000003,0.223,1.571,1,0,1.795,3.9789999999999996
157,3.596,0.604,1.515,0,0,4.673,5.3629999999999995
158,3.74,0.134,1.581,0,0,3.1860000000000004,4.396
159,3.6689999999999996,0.223,1.599,0,0,3.1860000000000004,3.984
160,3.199,0.56,2.033,0,0,-0.129,1.02
161,2.57,1.028,2.137,0,0,1.466,2.9730000000000003
162,3.641,0.405,1.531,0,1,3.2889999999999997,3.182
163,4.005,0.223,1.545,0,1,3.9530000000000003,5.055
164,3.8960000000000004,0.134,1.571,0,0,3.503,4.822
165,3.201,0.693,2.004,0,0,-0.937,0.33
166,3.98,0.223,1.578,0,0,3.806,4.819
167,4.114,0.223,1.571,0,0,4.098,5.218999999999999
168,4.237,0.223,1.565,0,0,4.379,5.268
169,4.63,0.405,1.4580000000000002,2,1,5.579,3.139
170,2.456,0.331,1.2590000000000001,0,1,0.496,2.858
171,2.536,0.764,1.165,0,1,2.6189999999999998,4.191
172,3.4610000000000003,0.223,1.281,0,0,2.813,4.416
173,2.641,0.496,1.077,0,1,1.6969999999999998,3.537
174,3.38,0.638,1.506,0,1,1.57,4.38
175,2.544,0.223,1.245,0,0,1.064,1.4080000000000001
176,1.2790000000000001,1.16,1.714,0,0,1.209,2.9360000000000004
177,2.572,1.834,1.35,0,2,3.115,8.471
178,3.222,1.501,0.872,0,0,5.149,5.861000000000001
179,3.728,0.956,1.17,0,0,4.789,5.574
180,3.358,1.348,1.328,0,0,1.89,3.852
181,2.96,0.88,1.53,1,1,0.787,5.244
182,4.81,0.693,1.42,0,2,5.426,2.548
183,3.3110000000000004,0.56,0.927,0,1,3.4610000000000003,5.276
184,3.023,0.56,1.168,0,1,2.294,3.924
185,2.585,1.5859999999999999,0.917,0,0,5.207000000000001,6.379
186,1.925,1.318,0.595,0,0,3.764,4.705
187,2.454,1.075,0.951,0,0,2.359,4.96
188,2.508,0.58,0.941,0,0,1.7009999999999998,3.766
189,2.222,0.711,0.8490000000000001,0,0,0.828,3.641
190,3.389,0.223,0.8490000000000001,0,1,3.5869999999999997,4.1080000000000005
191,2.031,0.8909999999999999,0.8220000000000001,0,0,2.9560000000000004,4.42
192,1.965,1.4080000000000001,0.7090000000000001,0,0,2.736,5.29
193,3.3510000000000004,0.496,1.466,0,0,1.097,2.392
194,3.452,0.331,1.476,1,0,2.4019999999999997,3.87
195,4.288,0.865,1.327,0,0,4.295,5.642
196,2.359,0.405,0.8140000000000001,0,0,0.893,4.287
197,2.085,1.079,0.895,0,0,4.063,4.79
198,1.962,0.934,0.8190000000000001,0,0,2.7289999999999996,4.296
199,3.0410000000000004,0.9470000000000001,1.298,0,1,1.976,6.607
200,2.377,0.8270000000000001,0.938,0,0,2.239,3.759
201,3.023,0.56,1.168,1,0,1.239,3.278
202,2.7769999999999997,0.56,1.127,1,0,0.922,3.1180000000000003
203,2.218,0.9229999999999999,1.074,0,0,0.29100000000000004,3.237
204,3.103,0.134,1.521,0,0,2.193,3.267
205,1.8219999999999998,0.8290000000000001,0.8340000000000001,0,0,2.509,3.9330000000000003
206,3.4589999999999996,1.47,1.483,0,2,0.491,4.486000000000001
207,2.4419999999999997,1.2109999999999999,2.254,0,0,1.401,4.305
208,1.945,0.889,0.835,0,0,1.969,3.927
209,3.315,0.223,1.1,1,0,2.7230000000000003,4.35
210,2.8680000000000003,1.286,1.294,0,0,1.919,4.809
211,2.971,0.8590000000000001,2.162,0,0,2.273,4.499
212,3.378,0.134,0.988,0,0,3.395,4.65
213,2.9610000000000003,0.405,1.189,0,0,1.3119999999999998,2.6039999999999996
214,3.52,0.223,1.5619999999999998,1,0,2.129,3.6289999999999996
215,3.012,0.223,1.023,0,0,2.193,4.07
216,2.778,0.405,1.17,1,0,1.49,2.93
217,3.08,0.223,1.5830000000000002,1,0,1.442,3.727
218,3.281,0.693,1.808,0,2,1.121,3.095
219,2.359,0.405,0.8140000000000001,0,0,0.893,6.4
220,2.026,0.223,1.6669999999999998,1,0,0.20199999999999999,2.65
221,2.5069999999999997,0.405,1.5,0,2,0.076,2.8510000000000004
222,3.4619999999999997,0.405,1.7169999999999999,0,1,2.06,4.208
223,2.4619999999999997,0.223,1.625,1,0,0.655,3.654
224,3.0260000000000002,0.405,1.787,0,1,1.3730000000000002,3.81
225,2.4290000000000003,0.405,1.954,0,0,-0.473,0.9309999999999999
226,2.8360000000000003,0.693,1.43,0,2,0.434,3.178
227,4.285,0.134,1.551,0,0,4.379,6.255
228,2.5340000000000003,0.872,1.619,0,0,-1.186,2.7319999999999998
229,4.077,0.956,1.909,0,0,3.234,4.448
230,3.137,0.405,1.3119999999999998,0,2,0.7490000000000001,1.0859999999999999
231,2.0340000000000003,0.64,1.7269999999999999,0,0,0.8,2.5860000000000003
232,2.0340000000000003,0.331,1.56,0,1,0.133,2.117
233,1.6669999999999998,1.278,1.5,0,2,2.459,3.955
234,2.283,1.07,1.2229999999999999,0,0,1.112,4.2780000000000005
235,3.1639999999999997,0.223,0.909,0,0,2.455,3.112
236,3.03,1.821,1.0270000000000001,0,2,5.468999999999999,6.897
237,2.031,0.872,1.475,0,1,0.20199999999999999,6.4239999999999995
238,4.216,0.223,1.248,0,0,4.177,5.78
239,2.119,0.9229999999999999,1.179,0,1,0.982,1.05
240,3.9139999999999997,0.56,1.6369999999999998,0,1,3.048,3.926
241,3.542,1.38,1.264,0,0,1.9709999999999999,6.284
242,3.102,0.693,1.3159999999999998,0,2,2.005,3.451
243,3.3930000000000002,1.2919999999999998,2.122,0,3,1.595,3.477
244,3.1910000000000003,0.223,0.847,0,0,2.859,4.967
245,2.639,1.462,0.83,0,0,5.206,5.985
246,2.47,1.4369999999999998,1.3459999999999999,2,2,1.821,6.351
247,2.164,1.4369999999999998,1.227,0,2,2.573,6.207000000000001
248,3.247,0.638,0.889,0,1,2.9219999999999997,4.68
249,4.255,1.695,1.087,0,0,2.294,4.475
250,3.6289999999999996,0.331,1.4780000000000002,0,1,2.821,3.24
251,3.08,0.8270000000000001,1.079,2,0,1.155,5.478
252,3.012,0.223,0.76,0,0,2.637,4.62
253,2.374,1.16,0.9790000000000001,0,1,3.818,5.048
254,2.855,1.331,1.325,0,2,0.45399999999999996,7.045
255,2.024,0.405,1.605,0,1,0.133,1.307
256,3.739,0.0,1.25,1,2,3.267,2.149
257,3.426,0.693,1.4880000000000002,0,1,1.294,3.025
258,2.878,0.134,1.6840000000000002,0,0,0.8,2.425
259,4.785,1.263,1.4709999999999999,1,4,2.7489999999999997,9.612
260,3.286,0.35700000000000004,2.104,0,0,-0.521,1.771
261,2.5069999999999997,0.405,1.652,1,1,0.888,4.603
262,2.8569999999999998,0.973,1.838,0,2,1.121,5.311
263,3.924,0.693,1.7069999999999999,0,2,2.314,4.713
264,3.6010000000000004,0.223,1.35,3,2,2.545,4.32
265,3.634,0.693,1.7469999999999999,0,2,1.742,4.051
266,1.9680000000000002,0.331,1.891,0,0,-1.053,1.47
267,2.4290000000000003,0.405,1.9269999999999998,0,1,0.586,2.583
268,3.029,0.331,1.847,0,0,0.314,2.474
269,3.605,0.0,1.15,0,0,3.562,4.51
270,2.024,0.83,1.761,0,0,2.226,3.0069999999999997
271,3.0260000000000002,0.405,1.548,0,1,1.3730000000000002,2.84
272,3.4619999999999997,0.405,1.7169999999999999,0,1,2.06,4.5569999999999995
273,3.6689999999999996,0.223,1.778,0,0,2.274,3.6039999999999996
274,2.9,1.275,0.9129999999999999,0,1,3.574,6.564
275,3.832,0.223,1.587,0,0,3.503,4.41
276,4.285,0.134,1.71,0,0,3.467,5.38
277,3.1639999999999997,2.044,0.83,0,1,4.912,6.1129999999999995
278,3.332,0.134,1.294,0,0,2.242,3.3739999999999997
279,2.344,0.5820000000000001,1.59,0,0,1.4669999999999999,3.109
280,3.353,0.8540000000000001,1.944,0,0,1.297,2.451
281,2.9930000000000003,0.8109999999999999,1.232,0,2,-0.059000000000000004,5.395
282,2.9139999999999997,0.7979999999999999,0.975,0,1,2.715,4.109
283,3.111,0.331,1.011,0,1,2.042,3.25
284,2.7769999999999997,0.56,1.127,1,0,1.433,4.7669999999999995
285,3.188,1.182,1.244,0,1,1.845,5.012
286,3.134,0.223,1.319,0,0,1.795,2.739
287,3.514,0.134,1.07,1,0,3.315,7.809
288,3.4360000000000004,0.331,0.951,0,0,2.786,4.338
289,2.217,0.872,0.875,0,0,1.7690000000000001,4.1819999999999995
290,3.219,0.405,1.605,0,0,0.706,1.1340000000000001
291,3.645,0.223,1.155,0,0,3.105,5.178
292,2.685,0.405,1.145,0,0,1.246,3.219
293,2.685,0.405,1.145,0,0,1.246,3.11
294,2.9610000000000003,0.405,1.3880000000000001,0,0,1.58,3.07
295,3.52,0.223,1.59,0,0,1.882,2.883
296,4.029,0.965,1.729,0,0,4.038,4.4510000000000005
297,1.883,0.711,1.162,0,0,0.602,2.924
298,3.432,0.638,1.385,0,1,1.459,5.3389999999999995
299,3.3689999999999998,0.134,1.614,0,0,1.587,2.226
300,3.323,1.232,1.1340000000000001,0,0,4.207,6.5
301,3.73,0.8290000000000001,1.5619999999999998,0,1,3.182,4.732
302,1.831,1.182,1.901,0,2,0.158,1.234
303,4.141,0.134,1.22,0,0,4.833,6.233
304,3.035,0.223,1.9409999999999998,0,0,1.209,2.1069999999999998
305,3.4610000000000003,0.223,1.12,0,0,2.813,4.47
306,3.867,0.0,1.4,2,0,3.659,5.678
307,1.713,1.0979999999999999,1.7519999999999998,0,0,-0.297,3.0460000000000003
308,2.441,0.88,1.54,0,2,0.057,4.92
309,1.6340000000000001,0.713,1.19,0,0,1.3130000000000002,2.782
310,3.13,0.429,0.88,0,0,2.679,5.229
311,1.886,1.153,0.523,0,0,2.938,4.737
312,1.886,1.115,0.653,0,0,2.6460000000000004,4.342
313,3.6839999999999997,1.275,1.072,0,1,4.763999999999999,7.691
314,4.461,0.405,1.139,0,1,4.548,4.727
315,3.0869999999999997,0.223,0.96,1,0,2.42,3.9789999999999996
316,3.822,0.0,1.125,1,0,4.044,5.51
317,3.113,1.5930000000000002,1.319,1,1,4.038,6.143
318,2.565,0.452,1.5290000000000001,0,0,0.242,2.115
319,2.217,0.845,0.7929999999999999,1,0,2.4290000000000003,5.189
320,2.95,1.7719999999999998,1.351,0,4,3.11,5.382999999999999
321,3.4019999999999997,0.496,1.45,1,0,2.345,4.5569999999999995
322,3.6180000000000003,0.8420000000000001,1.686,0,2,1.661,5.184
323,3.613,1.3359999999999999,0.8390000000000001,0,0,2.459,4.886
324,3.739,0.0,1.204,0,1,3.3739999999999997,5.434
325,2.251,1.501,1.197,0,0,4.19,5.632000000000001
326,2.454,1.075,0.951,0,0,2.359,6.317
327,2.2159999999999997,0.5820000000000001,1.287,0,0,1.4669999999999999,2.74
328,3.323,1.232,1.1340000000000001,0,0,4.207,6.525
329,2.126,0.83,1.455,0,1,2.459,5.82
330,1.886,0.988,0.764,0,0,2.343,3.889
331,3.175,0.8590000000000001,2.095,0,0,2.59,4.095
332,3.641,1.192,1.4809999999999999,0,1,3.16,5.052
333,2.019,1.317,1.288,0,0,2.6889999999999996,4.368
334,3.7089999999999996,1.371,1.4780000000000002,0,1,3.909,5.568
335,2.479,0.887,0.9540000000000001,0,0,1.7480000000000002,4.458
336,3.5589999999999997,0.223,1.36,0,0,2.4459999999999997,3.458
337,4.05,0.693,1.381,0,2,3.6180000000000003,5.667000000000001
338,3.24,0.56,0.889,0,0,2.214,4.544
339,4.829,0.331,1.521,4,4,4.57,6.347
340,2.079,0.988,0.836,0,1,2.481,2.608
341,4.037,0.134,1.5630000000000002,0,0,3.806,5.18
342,2.137,0.223,1.179,0,0,0.655,3.779
343,3.4210000000000003,0.58,1.7,0,1,1.57,5.029
344,1.2790000000000001,1.327,1.284,0,0,2.2,4.697
345,3.252,0.499,0.8320000000000001,0,0,4.416,4.6739999999999995
346,3.252,0.499,0.8320000000000001,0,0,4.416,4.3839999999999995
347,3.739,0.0,0.7,0,0,4.76,7.346
348,2.591,0.331,1.629,0,0,0.8740000000000001,2.395
349,2.1180000000000003,0.956,1.643,0,0,-2.03,3.638
350,3.2739999999999996,1.214,1.011,0,0,3.3110000000000004,6.54
351,2.544,0.223,1.245,0,0,1.064,3.38
352,2.08,0.764,0.7879999999999999,0,0,1.514,4.961
353,2.8,0.693,1.091,0,1,1.4369999999999998,3.603
354,3.9,0.429,1.5719999999999998,0,1,2.2969999999999997,3.842
355,3.177,0.9179999999999999,1.919,0,0,2.031,4.1160000000000005
356,2.1109999999999998,1.4769999999999999,1.298,0,0,3.225,5.73
357,3.609,0.8109999999999999,1.208,0,0,3.2910000000000004,4.38
358,3.261,0.331,2.0469999999999997,0,1,0.915,4.1819999999999995
359,3.38,0.7020000000000001,1.527,0,1,1.579,3.841
360,2.818,0.88,1.4880000000000002,0,0,1.182,3.7260000000000004
361,2.4419999999999997,0.934,0.9840000000000001,0,1,3.259,4.208
362,3.63,0.134,1.476,0,0,3.358,4.305
363,4.535,0.56,1.137,1,2,4.332,8.571
364,3.7560000000000002,0.0,0.9640000000000001,0,0,4.23,4.425
365,2.198,0.7979999999999999,0.79,0,1,2.056,3.3280000000000003
366,3.159,0.965,1.584,0,2,1.121,3.77
367,2.862,1.031,1.828,0,3,-0.46299999999999997,4.512
368,4.121,0.8290000000000001,1.551,0,1,3.9130000000000003,5.653
369,2.309,0.907,0.871,0,0,3.0460000000000003,3.775
370,3.69,0.223,1.062,0,0,2.7260000000000004,3.5989999999999998
371,3.282,0.56,1.749,0,2,1.117,3.7569999999999997
372,3.465,2.171,0.888,0,0,6.515,3.623
373,3.252,0.223,1.077,0,0,2.51,4.22
374,4.085,0.134,1.482,0,0,4.234,5.63
375,2.7260000000000004,0.496,1.1079999999999999,0,1,1.06,3.1
376,2.079,0.988,0.836,0,1,2.481,3.298
377,3.867,0.134,1.1740000000000002,0,0,3.386,4.064
378,3.33,0.56,1.555,0,2,1.042,3.6910000000000003
379,2.3040000000000003,1.028,1.124,0,0,2.4330000000000003,4.635
380,3.6910000000000003,0.711,1.073,0,2,1.746,5.472
381,3.323,0.405,1.17,0,2,2.592,4.577
382,3.5010000000000003,0.405,1.585,1,1,2.27,5.147
383,2.594,0.251,0.861,0,0,1.68,3.112
384,3.38,0.8740000000000001,0.903,0,1,3.1839999999999997,5.278
385,3.332,0.134,0.909,0,0,3.051,4.891
386,3.5780000000000003,0.496,1.406,0,1,2.391,4.32
387,2.8569999999999998,1.421,2.282,0,0,2.3569999999999998,4.295
388,2.634,0.223,0.9390000000000001,0,0,1.834,3.926
389,2.8360000000000003,1.86,1.046,0,2,4.452,8.207
390,3.179,0.0,0.805,0,0,2.9939999999999998,4.154
391,3.588,0.251,1.506,0,0,1.564,3.57
392,3.0260000000000002,0.251,2.164,0,0,0.314,1.8119999999999998
393,3.739,0.0,1.161,0,0,4.431,5.68
394,2.955,0.331,1.3130000000000002,0,0,0.652,2.9610000000000003
395,1.844,1.275,0.804,0,0,3.109,6.72
396,4.395,0.134,1.546,0,0,4.651,6.484
397,3.128,0.713,0.797,0,1,4.0169999999999995,5.039
398,2.417,1.028,1.162,0,1,3.19,4.169
399,3.055,1.273,1.1320000000000001,0,0,2.931,5.393
400,2.6239999999999997,1.621,1.5019999999999998,0,0,3.213,6.314
401,3.4360000000000004,1.225,1.839,0,0,2.0540000000000003,5.087
402,2.423,0.9490000000000001,1.15,0,0,1.94,2.44
403,2.548,0.9470000000000001,1.051,1,0,1.66,3.588
404,2.647,1.286,1.278,0,0,1.6019999999999999,4.508
405,3.196,1.38,1.234,0,0,1.321,6.018
406,3.378,1.38,1.25,0,0,1.6540000000000001,4.854
407,2.396,1.5930000000000002,1.351,0,0,3.32,6.023
408,1.983,1.714,2.105,0,0,2.358,5.062
409,4.086,0.452,1.8430000000000002,0,0,0.37,3.463
410,3.353,0.405,1.4180000000000001,1,1,1.8780000000000001,5.018
411,3.174,1.5859999999999999,0.91,2,2,5.361000000000001,7.382000000000001
412,3.5669999999999997,0.711,1.501,1,3,1.7590000000000001,4.043
413,3.591,0.58,1.685,0,1,1.851,4.117
414,3.81,1.025,1.055,0,2,0.215,3.838
415,3.3110000000000004,0.972,2.208,0,3,-0.165,4.244
416,0.667,1.03,0.9059999999999999,0,0,1.064,5.558
417,3.9789999999999996,1.306,1.4040000000000001,0,1,5.176,4.239
418,2.862,1.54,1.226,0,0,3.8960000000000004,6.171
419,2.1830000000000003,0.93,0.846,0,0,1.395,4.739
420,2.74,1.04,1.6030000000000002,0,1,2.6460000000000004,4.215
421,3.0010000000000003,0.6509999999999999,0.7809999999999999,0,0,4.203,5.2620000000000005
422,3.378,1.38,1.25,0,0,1.6540000000000001,5.933
423,3.55,1.182,1.624,0,0,2.4330000000000003,4.811
424,4.311,1.496,0.9640000000000001,0,0,3.522,5.19
425,3.5869999999999997,0.675,2.108,0,0,2.5269999999999997,3.656
426,2.8930000000000002,1.236,0.907,0,0,3.842,6.047000000000001
427,3.898,0.887,1.45,0,0,4.066,5.999
428,3.675,1.7180000000000002,1.248,0,0,3.167,4.136
429,2.8169999999999997,1.012,1.521,0,3,-1.169,2.069
430,3.937,0.762,1.7080000000000002,0,0,1.145,3.2969999999999997
431,1.965,1.028,0.762,0,0,2.116,5.303
432,2.819,0.732,1.483,0,0,1.7169999999999999,2.9410000000000003
433,2.019,1.317,0.77,0,0,3.617,5.93
434,1.8219999999999998,0.6809999999999999,0.794,0,0,2.335,3.696
435,2.928,1.131,0.9079999999999999,0,2,3.508,5.86
436,2.479,0.887,0.9540000000000001,0,0,1.7480000000000002,4.119
437,3.793,0.134,0.93,0,0,4.053999999999999,6.037999999999999
438,3.38,1.749,1.135,0,1,3.305,4.9510000000000005
439,4.181,0.57,1.383,0,0,4.379,6.212999999999999
440,2.2969999999999997,0.762,0.7979999999999999,0,0,2.841,3.555
441,2.206,1.3,1.36,0,0,2.371,4.739
